Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000030	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71144.1	Rhodococcus_erythropolis_aa_ALU71139.1, Rhodococcus_erythropolis_aa_ALU70299.1
OG0000030	Rhodococcus_erythropolis_aa	n10	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71139.1	Rhodococcus_erythropolis_aa_ALU70299.1
OG0000031	Rhodococcus_erythropolis_aa	n0	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68551.1	Rhodococcus_erythropolis_aa_ALU68552.1, Rhodococcus_erythropolis_aa_ALU68026.1, Rhodococcus_erythropolis_aa_ALU73086.1, Rhodococcus_erythropolis_aa_ALU73085.1, Rhodococcus_erythropolis_aa_ALU72723.1, Rhodococcus_erythropolis_aa_ALU71952.1, Rhodococcus_erythropolis_aa_ALU72273.1, Rhodococcus_erythropolis_aa_ALU72274.1, Rhodococcus_erythropolis_aa_ALU68027.1, Rhodococcus_erythropolis_aa_ALU71953.1, Rhodococcus_erythropolis_aa_ALU72724.1
OG0000031	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68552.1, Rhodococcus_erythropolis_aa_ALU68026.1	Rhodococcus_erythropolis_aa_ALU73086.1, Rhodococcus_erythropolis_aa_ALU73085.1, Rhodococcus_erythropolis_aa_ALU72723.1, Rhodococcus_erythropolis_aa_ALU71952.1, Rhodococcus_erythropolis_aa_ALU72273.1, Rhodococcus_erythropolis_aa_ALU72274.1, Rhodococcus_erythropolis_aa_ALU68027.1, Rhodococcus_erythropolis_aa_ALU71953.1, Rhodococcus_erythropolis_aa_ALU72724.1
OG0000031	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68552.1	Rhodococcus_erythropolis_aa_ALU68026.1
OG0000031	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73086.1, Rhodococcus_erythropolis_aa_ALU73085.1, Rhodococcus_erythropolis_aa_ALU72723.1, Rhodococcus_erythropolis_aa_ALU71952.1, Rhodococcus_erythropolis_aa_ALU72273.1, Rhodococcus_erythropolis_aa_ALU72274.1	Rhodococcus_erythropolis_aa_ALU68027.1, Rhodococcus_erythropolis_aa_ALU71953.1, Rhodococcus_erythropolis_aa_ALU72724.1
OG0000031	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73086.1, Rhodococcus_erythropolis_aa_ALU73085.1, Rhodococcus_erythropolis_aa_ALU72723.1	Rhodococcus_erythropolis_aa_ALU71952.1, Rhodococcus_erythropolis_aa_ALU72273.1, Rhodococcus_erythropolis_aa_ALU72274.1
OG0000031	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73086.1, Rhodococcus_erythropolis_aa_ALU73085.1	Rhodococcus_erythropolis_aa_ALU72723.1
OG0000031	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73086.1	Rhodococcus_erythropolis_aa_ALU73085.1
OG0000031	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71952.1	Rhodococcus_erythropolis_aa_ALU72273.1, Rhodococcus_erythropolis_aa_ALU72274.1
OG0000031	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72273.1	Rhodococcus_erythropolis_aa_ALU72274.1
OG0000031	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68027.1	Rhodococcus_erythropolis_aa_ALU71953.1, Rhodococcus_erythropolis_aa_ALU72724.1
OG0000031	Rhodococcus_erythropolis_aa	n10	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71953.1	Rhodococcus_erythropolis_aa_ALU72724.1
OG0000032	Rhodococcus_erythropolis_aa	n0	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71452.1	Rhodococcus_erythropolis_aa_ALU73087.1, Rhodococcus_erythropolis_aa_ALU69836.1, Rhodococcus_erythropolis_aa_ALU68072.1, Rhodococcus_erythropolis_aa_ALU72853.1, Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1, Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1, Rhodococcus_erythropolis_aa_ALU68778.1
OG0000032	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73087.1, Rhodococcus_erythropolis_aa_ALU69836.1	Rhodococcus_erythropolis_aa_ALU68072.1, Rhodococcus_erythropolis_aa_ALU72853.1, Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1, Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1, Rhodococcus_erythropolis_aa_ALU68778.1
OG0000032	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73087.1	Rhodococcus_erythropolis_aa_ALU69836.1
OG0000032	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68072.1	Rhodococcus_erythropolis_aa_ALU72853.1, Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1, Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1, Rhodococcus_erythropolis_aa_ALU68778.1
OG0000032	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72853.1	Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1, Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1, Rhodococcus_erythropolis_aa_ALU68778.1
OG0000032	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1, Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1	Rhodococcus_erythropolis_aa_ALU68778.1
OG0000032	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68563.1, Rhodococcus_erythropolis_aa_ALU68507.1	Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1, Rhodococcus_erythropolis_aa_ALU70685.1
OG0000032	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68563.1	Rhodococcus_erythropolis_aa_ALU68507.1
OG0000032	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1, Rhodococcus_erythropolis_aa_ALU69518.1	Rhodococcus_erythropolis_aa_ALU70685.1
OG0000032	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73053.1, Rhodococcus_erythropolis_aa_ALU69158.1	Rhodococcus_erythropolis_aa_ALU69518.1
OG0000032	Rhodococcus_erythropolis_aa	n10	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73053.1	Rhodococcus_erythropolis_aa_ALU69158.1
OG0000033	Bacillus_subtilis_aa	n1	1.0	Terminal	Bacillus_subtilis_aa_CAB13543.1, Bacillus_subtilis_aa_CAB11933.1	Bacillus_subtilis_aa_CAB12805.1, Bacillus_subtilis_aa_CAB12627.1, Bacillus_subtilis_aa_CAB13067.1
OG0000033	Bacillus_subtilis_aa	n2	1.0	Terminal	Bacillus_subtilis_aa_CAB13543.1	Bacillus_subtilis_aa_CAB11933.1
OG0000033	Bacillus_subtilis_aa	n3	1.0	Terminal	Bacillus_subtilis_aa_CAB12805.1	Bacillus_subtilis_aa_CAB12627.1, Bacillus_subtilis_aa_CAB13067.1
OG0000033	Bacillus_subtilis_aa	n4	1.0	Terminal	Bacillus_subtilis_aa_CAB12627.1	Bacillus_subtilis_aa_CAB13067.1
OG0000033	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU73163.1	Rhodococcus_erythropolis_aa_ALU73435.1
OG0000033	Deinococcus_radiodurans_aa	n7	1.0	Terminal	Deinococcus_radiodurans_aa_UDL00213.1, Deinococcus_radiodurans_aa_UDL00691.1	Deinococcus_radiodurans_aa_UDL01697.1, Deinococcus_radiodurans_aa_UDL00349.1
OG0000033	Deinococcus_radiodurans_aa	n8	1.0	Terminal	Deinococcus_radiodurans_aa_UDL00213.1	Deinococcus_radiodurans_aa_UDL00691.1
OG0000033	Deinococcus_radiodurans_aa	n9	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01697.1	Deinococcus_radiodurans_aa_UDL00349.1
OG0000034	N0	n0	0.6666666666666666	Non-Terminal	Bacillus_subtilis_aa_CAB15373.2, Bacillus_subtilis_aa_CAB13845.1, Rhodococcus_erythropolis_aa_ALU69306.1	Bacillus_subtilis_aa_CAB12141.2, Bacillus_subtilis_aa_CAB16091.1, Bacillus_subtilis_aa_CAB12336.1, Bacillus_subtilis_aa_CAB13249.1, Bacillus_subtilis_aa_CAB14863.1, Bacillus_subtilis_aa_CAB12334.1, Rhodococcus_erythropolis_aa_ALU68547.1, Deinococcus_radiodurans_aa_UDL01018.1
OG0000034	Bacillus_subtilis_aa	n2	1.0	Terminal	Bacillus_subtilis_aa_CAB15373.2	Bacillus_subtilis_aa_CAB13845.1
OG0000034	Bacillus_subtilis_aa	n4	1.0	Terminal	Bacillus_subtilis_aa_CAB12141.2, Bacillus_subtilis_aa_CAB16091.1, Bacillus_subtilis_aa_CAB12336.1, Bacillus_subtilis_aa_CAB13249.1, Bacillus_subtilis_aa_CAB14863.1	Bacillus_subtilis_aa_CAB12334.1
OG0000034	Bacillus_subtilis_aa	n5	1.0	Terminal	Bacillus_subtilis_aa_CAB12141.2	Bacillus_subtilis_aa_CAB16091.1, Bacillus_subtilis_aa_CAB12336.1, Bacillus_subtilis_aa_CAB13249.1, Bacillus_subtilis_aa_CAB14863.1
OG0000034	Bacillus_subtilis_aa	n6	1.0	Terminal	Bacillus_subtilis_aa_CAB16091.1, Bacillus_subtilis_aa_CAB12336.1	Bacillus_subtilis_aa_CAB13249.1, Bacillus_subtilis_aa_CAB14863.1
OG0000034	Bacillus_subtilis_aa	n7	1.0	Terminal	Bacillus_subtilis_aa_CAB16091.1	Bacillus_subtilis_aa_CAB12336.1
OG0000034	Bacillus_subtilis_aa	n8	1.0	Terminal	Bacillus_subtilis_aa_CAB13249.1	Bacillus_subtilis_aa_CAB14863.1
OG0000035	N1	n1	1.0	Non-Terminal	Rhodococcus_erythropolis_aa_ALU71608.1, Deinococcus_radiodurans_aa_UDL01178.1	Deinococcus_radiodurans_aa_UDL01639.1, Rhodococcus_erythropolis_aa_ALU68021.1, Rhodococcus_erythropolis_aa_ALU72982.1
OG0000035	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68021.1	Rhodococcus_erythropolis_aa_ALU72982.1
OG0000035	Bacillus_subtilis_aa	n5	1.0	Terminal	Bacillus_subtilis_aa_CAB12954.1, Bacillus_subtilis_aa_CAB12822.2, Bacillus_subtilis_aa_CAB13328.1	Bacillus_subtilis_aa_CAB12212.2, Bacillus_subtilis_aa_CAB15646.1, Bacillus_subtilis_aa_CAB15602.1
OG0000035	Bacillus_subtilis_aa	n6	1.0	Terminal	Bacillus_subtilis_aa_CAB12954.1	Bacillus_subtilis_aa_CAB12822.2, Bacillus_subtilis_aa_CAB13328.1
OG0000035	Bacillus_subtilis_aa	n7	1.0	Terminal	Bacillus_subtilis_aa_CAB12822.2	Bacillus_subtilis_aa_CAB13328.1
OG0000035	Bacillus_subtilis_aa	n8	1.0	Terminal	Bacillus_subtilis_aa_CAB12212.2	Bacillus_subtilis_aa_CAB15646.1, Bacillus_subtilis_aa_CAB15602.1
OG0000035	Bacillus_subtilis_aa	n9	1.0	Terminal	Bacillus_subtilis_aa_CAB15646.1	Bacillus_subtilis_aa_CAB15602.1
OG0000036	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71411.1	Rhodococcus_erythropolis_aa_ALU68834.1, Rhodococcus_erythropolis_aa_ALU72668.1, Rhodococcus_erythropolis_aa_ALU69672.1, Rhodococcus_erythropolis_aa_ALU69936.1, Rhodococcus_erythropolis_aa_ALU69166.1, Rhodococcus_erythropolis_aa_ALU69447.1, Rhodococcus_erythropolis_aa_ALU70409.1, Rhodococcus_erythropolis_aa_ALU72524.1, Rhodococcus_erythropolis_aa_ALU70617.1
OG0000036	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68834.1, Rhodococcus_erythropolis_aa_ALU72668.1	Rhodococcus_erythropolis_aa_ALU69672.1, Rhodococcus_erythropolis_aa_ALU69936.1, Rhodococcus_erythropolis_aa_ALU69166.1, Rhodococcus_erythropolis_aa_ALU69447.1, Rhodococcus_erythropolis_aa_ALU70409.1, Rhodococcus_erythropolis_aa_ALU72524.1, Rhodococcus_erythropolis_aa_ALU70617.1
OG0000036	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68834.1	Rhodococcus_erythropolis_aa_ALU72668.1
OG0000036	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69672.1, Rhodococcus_erythropolis_aa_ALU69936.1, Rhodococcus_erythropolis_aa_ALU69166.1, Rhodococcus_erythropolis_aa_ALU69447.1, Rhodococcus_erythropolis_aa_ALU70409.1	Rhodococcus_erythropolis_aa_ALU72524.1, Rhodococcus_erythropolis_aa_ALU70617.1
OG0000036	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69672.1, Rhodococcus_erythropolis_aa_ALU69936.1	Rhodococcus_erythropolis_aa_ALU69166.1, Rhodococcus_erythropolis_aa_ALU69447.1, Rhodococcus_erythropolis_aa_ALU70409.1
OG0000036	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69672.1	Rhodococcus_erythropolis_aa_ALU69936.1
OG0000036	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69166.1, Rhodococcus_erythropolis_aa_ALU69447.1	Rhodococcus_erythropolis_aa_ALU70409.1
OG0000036	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69166.1	Rhodococcus_erythropolis_aa_ALU69447.1
OG0000036	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72524.1	Rhodococcus_erythropolis_aa_ALU70617.1
OG0000037	Bacillus_subtilis_aa	n1	1.0	Terminal	Bacillus_subtilis_aa_CAX52706.1	Bacillus_subtilis_aa_CAX52589.1
OG0000037	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU71078.1	Rhodococcus_erythropolis_aa_ALU68370.1
OG0000037	Deinococcus_radiodurans_aa	n4	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01116.1, Deinococcus_radiodurans_aa_UDL01005.1, Deinococcus_radiodurans_aa_UDL00816.1, Deinococcus_radiodurans_aa_UDL00182.1	Deinococcus_radiodurans_aa_UDK99563.1, Deinococcus_radiodurans_aa_UDL01619.1, Deinococcus_radiodurans_aa_UDL00912.1
OG0000037	Deinococcus_radiodurans_aa	n5	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01116.1, Deinococcus_radiodurans_aa_UDL01005.1, Deinococcus_radiodurans_aa_UDL00816.1	Deinococcus_radiodurans_aa_UDL00182.1
OG0000037	Deinococcus_radiodurans_aa	n6	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01116.1	Deinococcus_radiodurans_aa_UDL01005.1, Deinococcus_radiodurans_aa_UDL00816.1
OG0000037	Deinococcus_radiodurans_aa	n7	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01005.1	Deinococcus_radiodurans_aa_UDL00816.1
OG0000037	Deinococcus_radiodurans_aa	n8	1.0	Terminal	Deinococcus_radiodurans_aa_UDK99563.1	Deinococcus_radiodurans_aa_UDL01619.1, Deinococcus_radiodurans_aa_UDL00912.1
OG0000037	Deinococcus_radiodurans_aa	n9	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01619.1	Deinococcus_radiodurans_aa_UDL00912.1
OG0000038	Deinococcus_radiodurans_aa	n0	1.0	Terminal	Deinococcus_radiodurans_aa_UDL01250.1	Deinococcus_radiodurans_aa_UDL02187.1, Deinococcus_radiodurans_aa_UDL02089.1, Deinococcus_radiodurans_aa_UDL00407.1, Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1, Deinococcus_radiodurans_aa_UDL02238.1, Deinococcus_radiodurans_aa_UDK99226.1, Deinococcus_radiodurans_aa_UDL02228.1, Deinococcus_radiodurans_aa_UDL02186.1
OG0000038	Deinococcus_radiodurans_aa	n1	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02187.1, Deinococcus_radiodurans_aa_UDL02089.1	Deinococcus_radiodurans_aa_UDL00407.1, Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1, Deinococcus_radiodurans_aa_UDL02238.1, Deinococcus_radiodurans_aa_UDK99226.1, Deinococcus_radiodurans_aa_UDL02228.1, Deinococcus_radiodurans_aa_UDL02186.1
OG0000038	Deinococcus_radiodurans_aa	n2	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02187.1	Deinococcus_radiodurans_aa_UDL02089.1
OG0000038	Deinococcus_radiodurans_aa	n3	1.0	Terminal	Deinococcus_radiodurans_aa_UDL00407.1	Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1, Deinococcus_radiodurans_aa_UDL02238.1, Deinococcus_radiodurans_aa_UDK99226.1, Deinococcus_radiodurans_aa_UDL02228.1, Deinococcus_radiodurans_aa_UDL02186.1
OG0000038	Deinococcus_radiodurans_aa	n4	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1, Deinococcus_radiodurans_aa_UDL02238.1, Deinococcus_radiodurans_aa_UDK99226.1	Deinococcus_radiodurans_aa_UDL02228.1, Deinococcus_radiodurans_aa_UDL02186.1
OG0000038	Deinococcus_radiodurans_aa	n5	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1, Deinococcus_radiodurans_aa_UDL02238.1	Deinococcus_radiodurans_aa_UDK99226.1
OG0000038	Deinococcus_radiodurans_aa	n6	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02155.1, Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1	Deinococcus_radiodurans_aa_UDL02238.1
OG0000038	Deinococcus_radiodurans_aa	n7	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02155.1	Deinococcus_radiodurans_aa_UDL02018.1, Deinococcus_radiodurans_aa_UDL02256.1
OG0000038	Deinococcus_radiodurans_aa	n8	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02018.1	Deinococcus_radiodurans_aa_UDL02256.1
OG0000038	Deinococcus_radiodurans_aa	n9	1.0	Terminal	Deinococcus_radiodurans_aa_UDL02228.1	Deinococcus_radiodurans_aa_UDL02186.1
OG0000039	Rhodococcus_erythropolis_aa	n0	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69131.1	Rhodococcus_erythropolis_aa_ALU72507.1, Rhodococcus_erythropolis_aa_ALU70724.1, Rhodococcus_erythropolis_aa_ALU73063.1, Rhodococcus_erythropolis_aa_ALU67806.1, Rhodococcus_erythropolis_aa_ALU67807.1, Rhodococcus_erythropolis_aa_ALU72506.1, Rhodococcus_erythropolis_aa_ALU69621.1, Rhodococcus_erythropolis_aa_ALU70634.1, Rhodococcus_erythropolis_aa_ALU68967.1, Rhodococcus_erythropolis_aa_ALU72073.1
OG0000039	Rhodococcus_erythropolis_aa	n1	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72507.1, Rhodococcus_erythropolis_aa_ALU70724.1, Rhodococcus_erythropolis_aa_ALU73063.1, Rhodococcus_erythropolis_aa_ALU67806.1, Rhodococcus_erythropolis_aa_ALU67807.1, Rhodococcus_erythropolis_aa_ALU72506.1	Rhodococcus_erythropolis_aa_ALU69621.1, Rhodococcus_erythropolis_aa_ALU70634.1, Rhodococcus_erythropolis_aa_ALU68967.1, Rhodococcus_erythropolis_aa_ALU72073.1
OG0000039	Rhodococcus_erythropolis_aa	n2	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72507.1, Rhodococcus_erythropolis_aa_ALU70724.1, Rhodococcus_erythropolis_aa_ALU73063.1	Rhodococcus_erythropolis_aa_ALU67806.1, Rhodococcus_erythropolis_aa_ALU67807.1, Rhodococcus_erythropolis_aa_ALU72506.1
OG0000039	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72507.1, Rhodococcus_erythropolis_aa_ALU70724.1	Rhodococcus_erythropolis_aa_ALU73063.1
OG0000039	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU72507.1	Rhodococcus_erythropolis_aa_ALU70724.1
OG0000039	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67806.1, Rhodococcus_erythropolis_aa_ALU67807.1	Rhodococcus_erythropolis_aa_ALU72506.1
OG0000039	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU67806.1	Rhodococcus_erythropolis_aa_ALU67807.1
OG0000039	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69621.1	Rhodococcus_erythropolis_aa_ALU70634.1, Rhodococcus_erythropolis_aa_ALU68967.1, Rhodococcus_erythropolis_aa_ALU72073.1
OG0000039	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU70634.1	Rhodococcus_erythropolis_aa_ALU68967.1, Rhodococcus_erythropolis_aa_ALU72073.1
OG0000039	Rhodococcus_erythropolis_aa	n9	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68967.1	Rhodococcus_erythropolis_aa_ALU72073.1
OG0000040	N0	n0	0.6666666666666666	Non-Terminal	Bacillus_subtilis_aa_CAB11949.1, Deinococcus_radiodurans_aa_UDK99380.1, Rhodococcus_erythropolis_aa_ALU68230.1, Rhodococcus_erythropolis_aa_ALU73602.1, Rhodococcus_erythropolis_aa_ALU70016.1	Rhodococcus_erythropolis_aa_ALU69536.1, Rhodococcus_erythropolis_aa_ALU70100.1, Bacillus_subtilis_aa_CAB12791.1, Bacillus_subtilis_aa_CAB15896.1, Bacillus_subtilis_aa_CAB11874.1
OG0000040	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68230.1, Rhodococcus_erythropolis_aa_ALU73602.1	Rhodococcus_erythropolis_aa_ALU70016.1
OG0000040	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68230.1	Rhodococcus_erythropolis_aa_ALU73602.1
OG0000040	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU69536.1	Rhodococcus_erythropolis_aa_ALU70100.1
OG0000040	Bacillus_subtilis_aa	n7	1.0	Terminal	Bacillus_subtilis_aa_CAB12791.1	Bacillus_subtilis_aa_CAB15896.1, Bacillus_subtilis_aa_CAB11874.1
OG0000040	Bacillus_subtilis_aa	n8	1.0	Terminal	Bacillus_subtilis_aa_CAB15896.1	Bacillus_subtilis_aa_CAB11874.1
OG0000041	Bacillus_subtilis_aa	n1	1.0	Terminal	Bacillus_subtilis_aa_CAB15423.2	Bacillus_subtilis_aa_CAB12044.2
OG0000041	Rhodococcus_erythropolis_aa	n3	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68737.1, Rhodococcus_erythropolis_aa_ALU68804.1, Rhodococcus_erythropolis_aa_ALU72798.1, Rhodococcus_erythropolis_aa_ALU68630.1, Rhodococcus_erythropolis_aa_ALU71706.1, Rhodococcus_erythropolis_aa_ALU68244.1	Rhodococcus_erythropolis_aa_ALU72925.1
OG0000041	Rhodococcus_erythropolis_aa	n4	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68737.1, Rhodococcus_erythropolis_aa_ALU68804.1, Rhodococcus_erythropolis_aa_ALU72798.1	Rhodococcus_erythropolis_aa_ALU68630.1, Rhodococcus_erythropolis_aa_ALU71706.1, Rhodococcus_erythropolis_aa_ALU68244.1
OG0000041	Rhodococcus_erythropolis_aa	n5	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68737.1	Rhodococcus_erythropolis_aa_ALU68804.1, Rhodococcus_erythropolis_aa_ALU72798.1
OG0000041	Rhodococcus_erythropolis_aa	n6	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68804.1	Rhodococcus_erythropolis_aa_ALU72798.1
OG0000041	Rhodococcus_erythropolis_aa	n7	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68630.1, Rhodococcus_erythropolis_aa_ALU71706.1	Rhodococcus_erythropolis_aa_ALU68244.1
OG0000041	Rhodococcus_erythropolis_aa	n8	1.0	Terminal	Rhodococcus_erythropolis_aa_ALU68630.1	Rhodococcus_erythropolis_aa_ALU71706.1
OG0000042	N0	n0	1.0	Non-Terminal	Rhodococcus_erythropolis_aa_ALU71602.1, Bacillus_subtilis_aa_CAB12225.1, Bacillus_subtilis_aa_CAB16025.1, Bacillus_subtilis_aa_CAB12110.2, Bacillus_subtilis_aa_CAB14660.1, Rhodococcus_erythropolis_aa_ALU72452.1, Deinococcus_radiodurans_aa_UDK99242.1	Deinococcus_radiodurans_aa_UDL01425.1, Rhodococcus_erythropolis_aa_ALU72167.1, Bacillus_subtilis_aa_CAB14191.1
OG0000042	N0	n2	0.6666666666666666	Non-Terminal	Rhodococcus_erythropolis_aa_ALU71602.1, Bacillus_subtilis_aa_CAB12225.1, Bacillus_subtilis_aa_CAB16025.1	Bacillus_subtilis_aa_CAB12110.2, Bacillus_subtilis_aa_CAB14660.1, Rhodococcus_erythropolis_aa_ALU72452.1
OG0000042	Bacillus_subtilis_aa	n4	1.0	Terminal	Bacillus_subtilis_aa_CAB12225.1	Bacillus_subtilis_aa_CAB16025.1
