Orthogroup	Species	Bacillus_subtilis_aa	Orthologs
OG0000140	Deinococcus_radiodurans_aa	CAB15347.1	UDL02243.1, UDK99827.1, UDL01414.1
OG0000140	Rhodococcus_erythropolis_aa	CAB15347.1	ALU69658.1, ALU68158.1, ALU68543.1
OG0000141	Deinococcus_radiodurans_aa	CAB15642.1, CAB15441.1	UDL01813.1
OG0000141	Rhodococcus_erythropolis_aa	CAB15642.1, CAB15441.1	ALU72543.1, ALU72554.1, ALU73213.1, ALU73214.1
OG0000142	Deinococcus_radiodurans_aa	CAB15892.1	UDL01338.1
OG0000142	Rhodococcus_erythropolis_aa	CAB15892.1	ALU72189.1, ALU73060.1, ALU72035.1, ALU69583.1, ALU68586.1
OG0000143	Deinococcus_radiodurans_aa	CAB15925.1	UDL01847.1
OG0000143	Rhodococcus_erythropolis_aa	CAB15925.1	ALU71823.1, ALU72944.1, ALU68947.1, ALU72671.1, ALU72041.1
OG0000156	Deinococcus_radiodurans_aa	CAB11856.1	UDL00170.1
OG0000156	Rhodococcus_erythropolis_aa	CAB11856.1	ALU67672.1
OG0000156	Deinococcus_radiodurans_aa	CAB14392.1, CAB15443.1	UDL01566.1
OG0000157	Rhodococcus_erythropolis_aa	CAB13227.1	ALU68993.1
OG0000157	Deinococcus_radiodurans_aa	CAB11958.1	UDK99614.1
OG0000157	Rhodococcus_erythropolis_aa	CAB11958.1	ALU68995.1, ALU71694.1
OG0000158	Deinococcus_radiodurans_aa	CAB14349.2	UDK99723.1
OG0000158	Deinococcus_radiodurans_aa	CAB12007.1, CAB12801.1	UDL01120.1
OG0000158	Rhodococcus_erythropolis_aa	CAB12007.1, CAB12801.1	ALU68053.1
OG0000159	Deinococcus_radiodurans_aa	CAB15118.2, CAB15461.1, CAB12078.1, CAB12610.1	UDL00490.1
OG0000159	Rhodococcus_erythropolis_aa	CAB15118.2, CAB15461.1, CAB12078.1, CAB12610.1	ALU70319.1
OG0000160	Deinococcus_radiodurans_aa	CAB12122.1, CAB13435.1	UDL01791.1
OG0000160	Rhodococcus_erythropolis_aa	CAB12122.1, CAB13435.1	ALU71427.1
OG0000160	Deinococcus_radiodurans_aa	CAB14774.1	UDK99952.1
OG0000161	Rhodococcus_erythropolis_aa	CAB12123.1	ALU73027.1, ALU72491.1, ALU72948.1, ALU69115.1, ALU73532.1
OG0000162	Rhodococcus_erythropolis_aa	CAB12125.2	ALU71896.1
OG0000162	Rhodococcus_erythropolis_aa	CAB14664.1, CAB13073.1	ALU71325.1
OG0000162	Deinococcus_radiodurans_aa	CAB14664.1, CAB13073.1	UDL00597.1
OG0000164	Deinococcus_radiodurans_aa	CAB12331.1, CAB12787.1, CAB12197.1	UDL00004.1
OG0000164	Rhodococcus_erythropolis_aa	CAB12331.1, CAB12787.1, CAB12197.1	ALU67716.1, ALU68366.1
OG0000165	Rhodococcus_erythropolis_aa	CAB12208.3	ALU71566.1
OG0000165	Rhodococcus_erythropolis_aa	CAB14787.2	ALU70775.1
OG0000165	Deinococcus_radiodurans_aa	CAB14787.2	UDL00854.1
OG0000166	Deinococcus_radiodurans_aa	CAB12880.1, CAB12784.1, CAB12226.1, CAB12883.1	UDL02108.1
OG0000166	Rhodococcus_erythropolis_aa	CAB12880.1, CAB12784.1, CAB12226.1, CAB12883.1	ALU68387.1
OG0000168	Deinococcus_radiodurans_aa	CAB15403.1, CAB12311.1	UDL01897.1
OG0000168	Rhodococcus_erythropolis_aa	CAB15403.1, CAB12311.1	ALU72325.1, ALU68858.1, ALU72407.1
OG0000169	Deinococcus_radiodurans_aa	CAB12355.1, CAB12385.1, CAB13846.1, CAB12612.1	UDL01017.1
OG0000169	Rhodococcus_erythropolis_aa	CAB12355.1, CAB12385.1, CAB13846.1, CAB12612.1	ALU69292.1
OG0000170	Deinococcus_radiodurans_aa	CAB14728.1, CAB12360.1, CAB13163.1, CAB12361.1, CAB12533.1	UDK99262.1
OG0000171	Rhodococcus_erythropolis_aa	CAB12365.1	ALU71355.1, ALU71210.1, ALU68902.1, ALU67662.1, ALU69342.1
OG0000172	Rhodococcus_erythropolis_aa	CAB12371.1	ALU69419.1, ALU69567.1, ALU70311.1
OG0000172	Deinococcus_radiodurans_aa	CAB12371.1	UDK99455.1, UDL02013.1
OG0000173	Deinococcus_radiodurans_aa	CAB12516.2, CAB14835.2, CAB15250.1, CAB15421.1, CAB15466.1	UDK99741.1
OG0000174	Rhodococcus_erythropolis_aa	CAB15006.1, CAB14992.2, CAB12530.1, CAB14834.1, CAB15249.1	ALU69248.1
OG0000175	Deinococcus_radiodurans_aa	CAB12591.1	UDK99832.1
OG0000175	Deinococcus_radiodurans_aa	CAB16107.1	UDL01731.1, UDL00113.1
OG0000175	Rhodococcus_erythropolis_aa	CAB16107.1	ALU69344.1
OG0000176	Deinococcus_radiodurans_aa	CAB12687.1	UDL01547.1
OG0000176	Rhodococcus_erythropolis_aa	CAB12687.1	ALU70210.1, ALU70298.1, ALU73396.1, ALU71436.1
OG0000177	Deinococcus_radiodurans_aa	CAB12843.1	UDL00707.1
OG0000177	Rhodococcus_erythropolis_aa	CAB12843.1	ALU73115.1, ALU72840.1, ALU72864.1, ALU71185.1
OG0000178	Rhodococcus_erythropolis_aa	CAB13003.1, CAB13152.1, CAB12993.1	ALU68154.1, ALU73513.1
OG0000178	Deinococcus_radiodurans_aa	CAB13003.1, CAB13152.1, CAB12993.1	UDL00659.1
OG0000179	Deinococcus_radiodurans_aa	CAB16109.1, CAB16105.1, CAB13041.1	UDL01026.1
OG0000179	Rhodococcus_erythropolis_aa	CAB16109.1, CAB16105.1, CAB13041.1	ALU71432.1, ALU72415.1
OG0000180	Deinococcus_radiodurans_aa	CAB13270.2, CAB13369.1	UDL00548.1, UDK99649.1, UDL00642.1, UDL00154.1
OG0000181	Rhodococcus_erythropolis_aa	CAB13363.2, CAB15842.1	ALU72651.1, ALU71609.1, ALU69638.1
OG0000181	Deinococcus_radiodurans_aa	CAB13363.2, CAB15842.1	UDL01610.1
OG0000182	Deinococcus_radiodurans_aa	CAB13582.1, CAB13584.3, CAB13463.1, CAB13583.2	UDL00997.1
OG0000182	Rhodococcus_erythropolis_aa	CAB13582.1, CAB13584.3, CAB13463.1, CAB13583.2	ALU70469.1
OG0000183	Rhodococcus_erythropolis_aa	CAB13707.1, CAB14365.2	ALU72045.1, ALU71789.1, ALU71723.1
OG0000183	Deinococcus_radiodurans_aa	CAB13707.1, CAB14365.2	UDK99323.1
OG0000184	Rhodococcus_erythropolis_aa	CAB13838.2	ALU72257.1, ALU69922.1, ALU69986.1
OG0000184	Deinococcus_radiodurans_aa	CAB13838.2	UDL00333.1, UDK99634.1
OG0000185	Deinococcus_radiodurans_aa	CAB14095.1	UDK99747.1
OG0000185	Rhodococcus_erythropolis_aa	CAB14095.1	ALU70615.1, ALU71918.1, ALU68777.1, ALU69916.1
OG0000186	Rhodococcus_erythropolis_aa	CAB14123.1, CAB15234.1, CAB15233.1, CAB15820.2	ALU71803.1
OG0000186	Deinococcus_radiodurans_aa	CAB14123.1, CAB15234.1, CAB15233.1, CAB15820.2	UDL01949.1
OG0000187	Rhodococcus_erythropolis_aa	CAB14156.1	ALU70265.1
OG0000187	Deinococcus_radiodurans_aa	CAB14132.1	UDL00017.1
OG0000187	Rhodococcus_erythropolis_aa	CAB14132.1	ALU73383.1, ALU70553.1
OG0000188	Deinococcus_radiodurans_aa	CAB14162.1, CAB15439.1, CAB14421.2	UDL00648.1
OG0000188	Rhodococcus_erythropolis_aa	CAB14162.1, CAB15439.1, CAB14421.2	ALU72766.1, ALU71597.1
OG0000189	Rhodococcus_erythropolis_aa	CAB15806.2, CAB14212.2	ALU70304.1
OG0000189	Deinococcus_radiodurans_aa	CAB15806.2, CAB14212.2	UDL00127.1, UDL00126.1, UDL00796.1
OG0000190	Rhodococcus_erythropolis_aa	CAB15137.2, CAB14600.1, CAB14332.2	ALU71638.1
OG0000190	Deinococcus_radiodurans_aa	CAB15137.2, CAB14600.1, CAB14332.2	UDL01199.1, UDK99656.1
OG0000191	Deinococcus_radiodurans_aa	CAB14389.1	UDL02260.1
OG0000191	Rhodococcus_erythropolis_aa	CAB14389.1	ALU73333.1
OG0000191	Rhodococcus_erythropolis_aa	CAB15645.1	ALU70187.1
OG0000192	Deinococcus_radiodurans_aa	CAB14854.2	UDL01648.1, UDL00459.1
OG0000192	Rhodococcus_erythropolis_aa	CAB14854.2	ALU69711.1, ALU71736.1, ALU68743.1
OG0000193	Deinococcus_radiodurans_aa	CAB14946.1	UDL01482.1, UDK99644.1
OG0000193	Rhodococcus_erythropolis_aa	CAB14946.1	ALU67750.1, ALU73518.1, ALU69622.1
OG0000194	Deinococcus_radiodurans_aa	CAB15029.1	UDL00631.1, UDL01527.1
OG0000194	Rhodococcus_erythropolis_aa	CAB15029.1	ALU72341.1, ALU68896.1, ALU68924.1
OG0000195	Rhodococcus_erythropolis_aa	CAB15247.1, CAB15609.1	ALU68956.1
OG0000195	Deinococcus_radiodurans_aa	CAB15247.1	UDL01334.1
OG0000195	Deinococcus_radiodurans_aa	CAB15609.1	UDL00621.1, UDL01834.1
OG0000196	Deinococcus_radiodurans_aa	CAB15258.1	UDK99352.1
OG0000196	Rhodococcus_erythropolis_aa	CAB15258.1	ALU67695.1, ALU71034.1, ALU69861.1, ALU67961.1
OG0000197	Rhodococcus_erythropolis_aa	CAB15307.1	ALU72686.1, ALU68890.1, ALU70886.1
OG0000197	Deinococcus_radiodurans_aa	CAB15307.1	UDL01578.1, UDL02152.1
OG0000198	Deinococcus_radiodurans_aa	CAB15376.1, CAB15386.1	UDL01908.1
OG0000198	Rhodococcus_erythropolis_aa	CAB15376.1, CAB15386.1	ALU70046.1, ALU70047.1, ALU69288.1
OG0000199	Rhodococcus_erythropolis_aa	CAB15619.1	ALU69502.1, ALU68301.1, ALU71822.1
OG0000199	Deinococcus_radiodurans_aa	CAB15619.1	UDK99792.1, UDL02083.1
OG0000200	Rhodococcus_erythropolis_aa	CAB15917.1	ALU71579.1, ALU70959.1, ALU71173.1, ALU71768.1
OG0000200	Deinococcus_radiodurans_aa	CAB15917.1	UDK99618.1
OG0000220	Rhodococcus_erythropolis_aa	CAB11794.1	ALU67912.1
OG0000220	Rhodococcus_erythropolis_aa	CAB13174.1	ALU68929.1
OG0000220	Deinococcus_radiodurans_aa	CAB13174.1	UDL01622.1
OG0000221	Rhodococcus_erythropolis_aa	CAB11824.1	ALU71131.1, ALU68351.1
OG0000221	Deinococcus_radiodurans_aa	CAB11824.1	UDK99249.1, UDL01518.1
OG0000222	Deinococcus_radiodurans_aa	CAB15717.1	UDK99443.1
OG0000222	Rhodococcus_erythropolis_aa	CAB15717.1	ALU70236.1
OG0000222	Deinococcus_radiodurans_aa	CAB11882.1	UDK99652.1
OG0000223	Rhodococcus_erythropolis_aa	CAB13043.1, CAB11936.2	ALU72839.1
OG0000223	Deinococcus_radiodurans_aa	CAB13043.1	UDL01512.1
OG0000223	Deinococcus_radiodurans_aa	CAB11936.2	UDL01667.1
OG0000225	Deinococcus_radiodurans_aa	CAB13200.1, CAB13702.1	UDL01926.1
OG0000225	Deinococcus_radiodurans_aa	CAB12022.1	UDL01603.1
OG0000226	Rhodococcus_erythropolis_aa	CAB15507.1, CAB12030.1	ALU72912.1, ALU72661.1, ALU70196.1
OG0000227	Deinococcus_radiodurans_aa	CAB12604.1, CAB14741.2, CAB13695.1, CAB12036.2	UDL02257.1
OG0000228	Rhodococcus_erythropolis_aa	CAB13550.1	ALU71314.1
OG0000228	Rhodococcus_erythropolis_aa	CAB12040.2	ALU72917.1, ALU69734.1
OG0000229	Rhodococcus_erythropolis_aa	CAB12084.1	ALU70103.1, ALU67655.1
OG0000229	Deinococcus_radiodurans_aa	CAB12084.1	UDL01253.1, UDL01249.1
OG0000230	Rhodococcus_erythropolis_aa	CAB15180.2, CAB12117.2	ALU73402.1, ALU68643.1, ALU72996.1
OG0000231	Rhodococcus_erythropolis_aa	CAB12129.2	ALU72268.1, ALU70286.1, ALU69247.1, ALU70407.1
OG0000232	Deinococcus_radiodurans_aa	CAB12130.1	UDL01428.1
OG0000232	Rhodococcus_erythropolis_aa	CAB12130.1	ALU68290.1, ALU72463.1, ALU71633.1
OG0000235	Deinococcus_radiodurans_aa	CAB12183.1, CAB14871.2, CAB16078.1	UDL01270.1
OG0000235	Rhodococcus_erythropolis_aa	CAB12183.1, CAB14871.2, CAB16078.1	ALU72249.1
OG0000236	Deinococcus_radiodurans_aa	CAB12199.1	UDL01783.1
OG0000236	Rhodococcus_erythropolis_aa	CAB12199.1	ALU73573.1, ALU69750.1, ALU67666.1
OG0000237	Deinococcus_radiodurans_aa	CAB12217.2	UDL00290.1
OG0000237	Rhodococcus_erythropolis_aa	CAB12217.2	ALU68942.1, ALU68822.1, ALU69101.1
OG0000238	Rhodococcus_erythropolis_aa	CAB12240.1	ALU71612.1
OG0000238	Deinococcus_radiodurans_aa	CAB12240.1	UDL00166.1, UDK99220.1, UDK99523.1
OG0000239	Deinococcus_radiodurans_aa	CAB12451.1, CAB12261.1, CAB12354.2	UDL00360.1
OG0000239	Rhodococcus_erythropolis_aa	CAB12451.1, CAB12261.1, CAB12354.2	ALU70709.1
OG0000240	Deinococcus_radiodurans_aa	CAB12265.2, CAB15947.2	UDL00710.1
OG0000240	Rhodococcus_erythropolis_aa	CAB12265.2, CAB15947.2	ALU70080.1, ALU71714.1
OG0000241	Deinococcus_radiodurans_aa	CAB12268.1, CAB14418.2	UDL01039.1
OG0000241	Rhodococcus_erythropolis_aa	CAB12268.1, CAB14418.2	ALU68197.1, ALU70271.1
OG0000242	Deinococcus_radiodurans_aa	CAB12274.1, CAB14407.2, CAB13837.1, CAB13177.1	UDL02161.1
OG0000243	Deinococcus_radiodurans_aa	CAB12321.1, CAB15790.1	UDL00415.1
OG0000243	Rhodococcus_erythropolis_aa	CAB12321.1, CAB15790.1	ALU70630.1, ALU72125.1
OG0000244	Deinococcus_radiodurans_aa	CAB12332.1	UDL00363.1
OG0000244	Rhodococcus_erythropolis_aa	CAB12332.1	ALU72083.1, ALU68502.1, ALU72043.1
OG0000245	Rhodococcus_erythropolis_aa	CAB12344.1, CAB12927.2	ALU71825.1
OG0000245	Deinococcus_radiodurans_aa	CAB12344.1, CAB12927.2	UDL00171.1, UDL00678.1
OG0000246	Deinococcus_radiodurans_aa	CAB13090.1, CAB13572.1, CAB12434.1	UDL01714.1
OG0000246	Rhodococcus_erythropolis_aa	CAB13090.1, CAB13572.1, CAB12434.1	ALU70453.1
OG0000247	Rhodococcus_erythropolis_aa	CAB12454.2	ALU68922.1, ALU70381.1
OG0000247	Deinococcus_radiodurans_aa	CAB12454.2	UDL00007.1, UDL01040.1
OG0000249	Deinococcus_radiodurans_aa	CAB12578.1, CAB15335.1, CAB15283.1	UDL02245.1
OG0000249	Rhodococcus_erythropolis_aa	CAB12578.1, CAB15335.1, CAB15283.1	ALU67923.1
OG0000250	Deinococcus_radiodurans_aa	CAB12580.1	UDL02247.1
OG0000250	Rhodococcus_erythropolis_aa	CAB12580.1	ALU68509.1, ALU69840.1, ALU68111.1
OG0000251	Deinococcus_radiodurans_aa	CAB13294.2, CAB12623.1	UDL01042.1
OG0000251	Rhodococcus_erythropolis_aa	CAB13294.2, CAB12623.1	ALU71659.1, ALU68931.1
OG0000252	Deinococcus_radiodurans_aa	CAB12629.1	UDL01418.1, UDL02105.1
OG0000252	Rhodococcus_erythropolis_aa	CAB12629.1	ALU70038.1, ALU69238.1
OG0000254	Deinococcus_radiodurans_aa	CAB12701.1, CAB14440.2	UDL01361.1
OG0000254	Rhodococcus_erythropolis_aa	CAB12701.1, CAB14440.2	ALU72656.1, ALU67800.1
OG0000255	Deinococcus_radiodurans_aa	CAB13019.1, CAB12749.2, CAB13420.3	UDL00858.1
OG0000255	Rhodococcus_erythropolis_aa	CAB13019.1, CAB12749.2, CAB13420.3	ALU70608.1
OG0000256	Rhodococcus_erythropolis_aa	CAB13368.2, CAB12751.1, CAB14948.1	ALU71425.1
OG0000256	Deinococcus_radiodurans_aa	CAB13368.2, CAB12751.1, CAB14948.1	UDL00136.1
OG0000257	Deinococcus_radiodurans_aa	CAB13865.1, CAB12754.2	UDL01898.1
OG0000257	Rhodococcus_erythropolis_aa	CAB13865.1, CAB12754.2	ALU68335.1, ALU71264.1
OG0000258	Deinococcus_radiodurans_aa	CAB12758.2	UDL00161.1
OG0000258	Rhodococcus_erythropolis_aa	CAB12758.2	ALU71819.1, ALU69588.1, ALU71296.1
OG0000259	Deinococcus_radiodurans_aa	CAB12793.1	UDL01576.1
OG0000259	Rhodococcus_erythropolis_aa	CAB12793.1	ALU68023.1, ALU68024.1, ALU71591.1
OG0000260	Rhodococcus_erythropolis_aa	CAB15961.1, CAB12808.2	ALU72758.1
OG0000260	Deinococcus_radiodurans_aa	CAB15961.1, CAB12808.2	UDL01165.1, UDL01382.1
OG0000261	Deinococcus_radiodurans_aa	CAB12857.1, CAB12974.1	UDL00999.1, UDL00998.1
OG0000261	Rhodococcus_erythropolis_aa	CAB12857.1, CAB12974.1	ALU72738.1
OG0000262	Rhodococcus_erythropolis_aa	CAB12874.1	ALU71717.1
OG0000262	Deinococcus_radiodurans_aa	CAB12874.1	UDK99475.1, UDL00504.1, UDL01963.1
OG0000263	Deinococcus_radiodurans_aa	CAB13044.1, CAB13045.1, CAB14667.1	UDL00071.1
OG0000263	Rhodococcus_erythropolis_aa	CAB13044.1, CAB13045.1, CAB14667.1	ALU69915.1
OG0000264	Rhodococcus_erythropolis_aa	CAB13065.2, CAB13361.1	ALU71046.1
OG0000264	Deinococcus_radiodurans_aa	CAB13065.2, CAB13361.1	UDL00014.1, UDL01608.1
OG0000265	Rhodococcus_erythropolis_aa	CAB13171.1, CAB13173.1	ALU69453.1, ALU73665.1
OG0000265	Deinococcus_radiodurans_aa	CAB13171.1, CAB13173.1	UDL00923.1
OG0000266	Rhodococcus_erythropolis_aa	CAB13194.1, CAB13278.2	ALU69206.1, ALU70873.1
OG0000266	Deinococcus_radiodurans_aa	CAB13194.1, CAB13278.2	UDL01365.1
OG0000268	Deinococcus_radiodurans_aa	CAB13288.1, CAB13290.2, CAB15511.1	UDL01957.1
OG0000268	Rhodococcus_erythropolis_aa	CAB13288.1, CAB13290.2, CAB15511.1	ALU73572.1
OG0000269	Deinococcus_radiodurans_aa	CAB13422.2	UDL01302.1
OG0000269	Rhodococcus_erythropolis_aa	CAB13422.2	ALU71272.1, ALU68328.1, ALU68336.1
OG0000270	Deinococcus_radiodurans_aa	CAB13464.1	UDL00995.1
OG0000270	Rhodococcus_erythropolis_aa	CAB13464.1	ALU73323.1, ALU69021.1, ALU68753.1
OG0000271	Rhodococcus_erythropolis_aa	CAB14283.2, CAB13487.1	ALU70833.1, ALU71498.1
OG0000271	Deinococcus_radiodurans_aa	CAB14283.2, CAB13487.1	UDL02287.1
OG0000272	Rhodococcus_erythropolis_aa	CAB15730.1, CAB13506.1, CAB13678.1, CAB13515.2	ALU70764.1
OG0000273	Deinococcus_radiodurans_aa	CAB13559.2, CAB15769.1, CAB13544.2	UDL01521.1
OG0000273	Rhodococcus_erythropolis_aa	CAB13559.2, CAB15769.1, CAB13544.2	ALU71391.1
OG0000274	Deinococcus_radiodurans_aa	CAB13549.2, CAB14807.1, SOX90588.1	UDL00479.1
OG0000274	Rhodococcus_erythropolis_aa	CAB13549.2, CAB14807.1, SOX90588.1	ALU67828.1
OG0000276	Rhodococcus_erythropolis_aa	CAB15362.1, CAB13613.1, CAB13614.1	ALU71450.1, ALU71451.1
OG0000277	Rhodococcus_erythropolis_aa	CAB15584.1, CAB13701.1, CAB15063.1	ALU69794.1, ALU72566.1
OG0000279	Rhodococcus_erythropolis_aa	CAB16130.1, CAB15756.2, CAB13750.2	ALU71200.1
OG0000279	Deinococcus_radiodurans_aa	CAB16130.1, CAB15756.2, CAB13750.2	UDK99584.1
OG0000280	Rhodococcus_erythropolis_aa	CAB13764.1	ALU72752.1
OG0000280	Deinococcus_radiodurans_aa	CAB13764.1	UDL00705.1, UDK99225.1, UDK99241.1
OG0000281	Rhodococcus_erythropolis_aa	CAB15412.2, CAB13811.1	ALU69482.1, ALU68283.1
OG0000281	Deinococcus_radiodurans_aa	CAB15412.2, CAB13811.1	UDL01789.1
OG0000282	Rhodococcus_erythropolis_aa	CAB13812.1, CAB15411.1	ALU68284.1, ALU69481.1
OG0000282	Deinococcus_radiodurans_aa	CAB13812.1, CAB15411.1	UDL01790.1
OG0000283	Deinococcus_radiodurans_aa	CAB13823.1	UDL02095.1
OG0000283	Rhodococcus_erythropolis_aa	CAB13823.1	ALU72056.1, ALU68516.1, ALU72066.1
OG0000284	Deinococcus_radiodurans_aa	CAB14117.1	UDL00232.1
OG0000284	Rhodococcus_erythropolis_aa	CAB14117.1	ALU68036.1, ALU70484.1, ALU70372.1
OG0000285	Rhodococcus_erythropolis_aa	CAB16010.1, CAB14128.1	ALU71867.1, ALU73567.1
OG0000285	Deinococcus_radiodurans_aa	CAB16010.1, CAB14128.1	UDL01551.1
OG0000286	Deinococcus_radiodurans_aa	CAB14178.2	UDL01472.1
OG0000286	Rhodococcus_erythropolis_aa	CAB14178.2	ALU67928.1, ALU69099.1, ALU70691.1
OG0000287	Rhodococcus_erythropolis_aa	CAB14268.1	ALU68198.1
OG0000287	Deinococcus_radiodurans_aa	CAB14268.1	UDK99436.1, UDL01772.1, UDL00953.1
OG0000288	Rhodococcus_erythropolis_aa	CAB16141.1, CAB14320.1	ALU69450.1, ALU68217.1
OG0000288	Deinococcus_radiodurans_aa	CAB16141.1, CAB14320.1	UDL01754.1
OG0000289	Deinococcus_radiodurans_aa	CAB15918.1, CAB14322.2	UDL01500.1
OG0000289	Rhodococcus_erythropolis_aa	CAB15918.1, CAB14322.2	ALU72870.1, ALU69228.1
OG0000290	Rhodococcus_erythropolis_aa	CAB15745.1	ALU69211.1
OG0000290	Rhodococcus_erythropolis_aa	CAB14346.2	ALU71996.1
OG0000290	Deinococcus_radiodurans_aa	CAB14346.2	UDL00379.1
OG0000291	Deinococcus_radiodurans_aa	CAB14362.1	UDL00026.1
OG0000291	Rhodococcus_erythropolis_aa	CAB14362.1	ALU71890.1, ALU73447.1, ALU70762.1
OG0000292	Deinococcus_radiodurans_aa	CAB14652.1	UDL01045.1
OG0000292	Rhodococcus_erythropolis_aa	CAB14652.1	ALU67932.1, ALU70178.1, ALU68696.1
OG0000293	Rhodococcus_erythropolis_aa	CAB14674.1	ALU69920.1
OG0000293	Deinococcus_radiodurans_aa	CAB14674.1	UDL00297.1, UDL01394.1, UDL01739.1
OG0000294	Rhodococcus_erythropolis_aa	CAB14837.1	ALU72350.1
OG0000294	Rhodococcus_erythropolis_aa	CAB15219.1	ALU70824.1, ALU72422.1
OG0000295	Rhodococcus_erythropolis_aa	CAB14967.1	ALU68014.1, ALU73676.1
OG0000295	Deinococcus_radiodurans_aa	CAB14967.1	UDL01729.1, UDK99372.1
OG0000296	Rhodococcus_erythropolis_aa	CAB14971.2	ALU70636.1, ALU71606.1
OG0000296	Deinococcus_radiodurans_aa	CAB14971.2	UDK99461.1, UDK99591.1
OG0000297	Deinococcus_radiodurans_aa	CAB15056.1	UDL02206.1, UDK99259.1
OG0000297	Rhodococcus_erythropolis_aa	CAB15056.1	ALU72868.1, ALU69226.1
OG0000298	Rhodococcus_erythropolis_aa	CAB15121.3	ALU71689.1, ALU69204.1
OG0000298	Deinococcus_radiodurans_aa	CAB15121.3	UDL01355.1, UDK99993.1
OG0000299	Rhodococcus_erythropolis_aa	CAB15133.1	ALU73412.1, ALU73424.1, ALU73695.1
OG0000299	Deinococcus_radiodurans_aa	CAB15133.1	UDL00556.1
OG0000300	Rhodococcus_erythropolis_aa	CAB15155.2	ALU70982.1, ALU68865.1
OG0000300	Deinococcus_radiodurans_aa	CAB15155.2	UDL01426.1, UDL01670.1
OG0000301	Deinococcus_radiodurans_aa	CAB15237.1	UDL02003.1, UDL02001.1
OG0000301	Rhodococcus_erythropolis_aa	CAB15237.1	ALU68392.1, ALU68338.1
OG0000302	Rhodococcus_erythropolis_aa	CAB15245.1, CAB15907.1	ALU70030.1, ALU68311.1
OG0000302	Deinococcus_radiodurans_aa	CAB15245.1, CAB15907.1	UDL01183.1
OG0000303	Deinococcus_radiodurans_aa	CAB15248.1	UDL00542.1
OG0000303	Rhodococcus_erythropolis_aa	CAB15248.1	ALU69249.1, ALU68314.1, ALU70029.1
OG0000304	Rhodococcus_erythropolis_aa	CAB15371.1, CAB15372.1	ALU72286.1, ALU68308.1, ALU71305.1
OG0000305	Rhodococcus_erythropolis_aa	CAB15430.1	ALU69883.1, ALU72562.1, ALU72553.1
OG0000305	Deinococcus_radiodurans_aa	CAB15430.1	UDL01814.1
OG0000306	Rhodococcus_erythropolis_aa	CAB15575.1, CAB15640.1	ALU72541.1, ALU72544.1, ALU72555.1
OG0000307	Deinococcus_radiodurans_aa	CAB15576.1	UDL00352.1, UDK99629.1
OG0000307	Rhodococcus_erythropolis_aa	CAB15576.1	ALU72548.1, ALU72168.1
OG0000308	Deinococcus_radiodurans_aa	CAB15673.1	UDL00314.1
OG0000308	Rhodococcus_erythropolis_aa	CAB15673.1	ALU70620.1, ALU70718.1, ALU70675.1
OG0000309	Deinococcus_radiodurans_aa	CAB15759.1	UDL00730.1, UDL01381.1
OG0000309	Rhodococcus_erythropolis_aa	CAB15759.1	ALU67766.1, ALU73702.1
OG0000310	Deinococcus_radiodurans_aa	CAB15924.1	UDL01846.1
OG0000310	Rhodococcus_erythropolis_aa	CAB15924.1	ALU72672.1, ALU72040.1, ALU68948.1
OG0000337	Rhodococcus_erythropolis_aa	CAB11782.1, CAB13692.2	ALU68205.1
OG0000337	Deinococcus_radiodurans_aa	CAB11782.1, CAB13692.2	UDL01674.1
OG0000338	Rhodococcus_erythropolis_aa	CAB14251.1, CAB14280.1, CAB11786.1	ALU71876.1
OG0000341	Deinococcus_radiodurans_aa	CAB11845.1	UDK99763.1, UDL00162.1
OG0000341	Rhodococcus_erythropolis_aa	CAB11845.1	ALU73155.1
OG0000342	Rhodococcus_erythropolis_aa	CAB14184.1, CAB11850.1	ALU70749.1
OG0000342	Deinococcus_radiodurans_aa	CAB14184.1, CAB11850.1	UDL00860.1
OG0000343	Deinococcus_radiodurans_aa	CAB11851.1	UDL00839.1
OG0000343	Rhodococcus_erythropolis_aa	CAB11851.1	ALU68188.1, ALU68813.1
OG0000344	Rhodococcus_erythropolis_aa	CAB11853.1	ALU73457.1, ALU73153.1
OG0000344	Deinococcus_radiodurans_aa	CAB11853.1	UDK99368.1
OG0000345	Deinococcus_radiodurans_aa	CAB12632.1, CAB11857.1	UDL01453.1
OG0000345	Rhodococcus_erythropolis_aa	CAB12632.1, CAB11857.1	ALU69403.1
OG0000346	Deinococcus_radiodurans_aa	CAB11914.1	UDL00431.1
OG0000346	Rhodococcus_erythropolis_aa	CAB11914.1	ALU72005.1, ALU71448.1
OG0000347	Rhodococcus_erythropolis_aa	CAB12189.1, CAB11937.2, CAB15336.1	ALU70985.1
OG0000348	Rhodococcus_erythropolis_aa	CAB12648.1	ALU68394.1
OG0000348	Rhodococcus_erythropolis_aa	CAB11945.1	ALU72663.1
OG0000349	Deinococcus_radiodurans_aa	CAB11954.1, CAB11983.1	UDK99498.1
OG0000349	Rhodococcus_erythropolis_aa	CAB11954.1, CAB11983.1	ALU71978.1
OG0000350	Deinococcus_radiodurans_aa	CAB12630.1, CAB11956.1	UDL01573.1
OG0000350	Rhodococcus_erythropolis_aa	CAB12630.1, CAB11956.1	ALU68996.1
OG0000351	Deinococcus_radiodurans_aa	CAB11985.2, CAB15764.1	UDL02296.1
