Orthogroup	Species	Deinococcus_radiodurans_aa	Orthologs
OG0000169	Rhodococcus_erythropolis_aa	UDL01017.1	ALU69292.1
OG0000169	Bacillus_subtilis_aa	UDL01017.1	CAB12355.1, CAB12385.1, CAB13846.1, CAB12612.1
OG0000170	Bacillus_subtilis_aa	UDK99262.1	CAB14728.1, CAB12360.1, CAB13163.1, CAB12361.1, CAB12533.1
OG0000172	Bacillus_subtilis_aa	UDK99455.1, UDL02013.1	CAB12371.1
OG0000172	Rhodococcus_erythropolis_aa	UDK99455.1, UDL02013.1	ALU69419.1, ALU69567.1, ALU70311.1
OG0000173	Bacillus_subtilis_aa	UDK99741.1	CAB12516.2, CAB14835.2, CAB15250.1, CAB15421.1, CAB15466.1
OG0000175	Bacillus_subtilis_aa	UDK99832.1	CAB12591.1
OG0000175	Bacillus_subtilis_aa	UDL01731.1, UDL00113.1	CAB16107.1
OG0000175	Rhodococcus_erythropolis_aa	UDL01731.1, UDL00113.1	ALU69344.1
OG0000176	Bacillus_subtilis_aa	UDL01547.1	CAB12687.1
OG0000176	Rhodococcus_erythropolis_aa	UDL01547.1	ALU70210.1, ALU70298.1, ALU73396.1, ALU71436.1
OG0000177	Bacillus_subtilis_aa	UDL00707.1	CAB12843.1
OG0000177	Rhodococcus_erythropolis_aa	UDL00707.1	ALU73115.1, ALU72840.1, ALU72864.1, ALU71185.1
OG0000178	Rhodococcus_erythropolis_aa	UDL00659.1	ALU68154.1, ALU73513.1
OG0000178	Bacillus_subtilis_aa	UDL00659.1	CAB13003.1, CAB13152.1, CAB12993.1
OG0000179	Bacillus_subtilis_aa	UDL01026.1	CAB16109.1, CAB16105.1, CAB13041.1
OG0000179	Rhodococcus_erythropolis_aa	UDL01026.1	ALU71432.1, ALU72415.1
OG0000180	Bacillus_subtilis_aa	UDL00548.1, UDK99649.1, UDL00642.1, UDL00154.1	CAB13270.2, CAB13369.1
OG0000181	Bacillus_subtilis_aa	UDL01610.1	CAB13363.2, CAB15842.1
OG0000181	Rhodococcus_erythropolis_aa	UDL01610.1	ALU72651.1, ALU71609.1, ALU69638.1
OG0000182	Rhodococcus_erythropolis_aa	UDL00997.1	ALU70469.1
OG0000182	Bacillus_subtilis_aa	UDL00997.1	CAB13582.1, CAB13584.3, CAB13463.1, CAB13583.2
OG0000183	Rhodococcus_erythropolis_aa	UDK99323.1	ALU72045.1, ALU71789.1, ALU71723.1
OG0000183	Bacillus_subtilis_aa	UDK99323.1	CAB13707.1, CAB14365.2
OG0000184	Bacillus_subtilis_aa	UDL00333.1, UDK99634.1	CAB13838.2
OG0000184	Rhodococcus_erythropolis_aa	UDL00333.1, UDK99634.1	ALU72257.1, ALU69922.1, ALU69986.1
OG0000185	Bacillus_subtilis_aa	UDK99747.1	CAB14095.1
OG0000185	Rhodococcus_erythropolis_aa	UDK99747.1	ALU70615.1, ALU71918.1, ALU68777.1, ALU69916.1
OG0000186	Bacillus_subtilis_aa	UDL01949.1	CAB14123.1, CAB15234.1, CAB15233.1, CAB15820.2
OG0000186	Rhodococcus_erythropolis_aa	UDL01949.1	ALU71803.1
OG0000187	Bacillus_subtilis_aa	UDL00017.1	CAB14132.1
OG0000187	Rhodococcus_erythropolis_aa	UDL00017.1	ALU73383.1, ALU70553.1
OG0000188	Rhodococcus_erythropolis_aa	UDL00648.1	ALU72766.1, ALU71597.1
OG0000188	Bacillus_subtilis_aa	UDL00648.1	CAB14162.1, CAB15439.1, CAB14421.2
OG0000189	Bacillus_subtilis_aa	UDL00127.1, UDL00126.1, UDL00796.1	CAB15806.2, CAB14212.2
OG0000189	Rhodococcus_erythropolis_aa	UDL00127.1, UDL00126.1, UDL00796.1	ALU70304.1
OG0000190	Rhodococcus_erythropolis_aa	UDL01199.1, UDK99656.1	ALU71638.1
OG0000190	Bacillus_subtilis_aa	UDL01199.1, UDK99656.1	CAB15137.2, CAB14600.1, CAB14332.2
OG0000191	Bacillus_subtilis_aa	UDL02260.1	CAB14389.1
OG0000191	Rhodococcus_erythropolis_aa	UDL02260.1	ALU73333.1
OG0000192	Bacillus_subtilis_aa	UDL01648.1, UDL00459.1	CAB14854.2
OG0000192	Rhodococcus_erythropolis_aa	UDL01648.1, UDL00459.1	ALU69711.1, ALU71736.1, ALU68743.1
OG0000193	Bacillus_subtilis_aa	UDL01482.1, UDK99644.1	CAB14946.1
OG0000193	Rhodococcus_erythropolis_aa	UDL01482.1	ALU67750.1, ALU73518.1
OG0000193	Rhodococcus_erythropolis_aa	UDK99644.1	ALU69622.1
OG0000194	Bacillus_subtilis_aa	UDL00631.1, UDL01527.1	CAB15029.1
OG0000194	Rhodococcus_erythropolis_aa	UDL00631.1, UDL01527.1	ALU72341.1, ALU68896.1, ALU68924.1
OG0000195	Rhodococcus_erythropolis_aa	UDL01334.1, UDL00621.1, UDL01834.1	ALU68956.1
OG0000195	Bacillus_subtilis_aa	UDL01334.1	CAB15247.1
OG0000195	Bacillus_subtilis_aa	UDL00621.1, UDL01834.1	CAB15609.1
OG0000196	Bacillus_subtilis_aa	UDK99352.1	CAB15258.1
OG0000196	Rhodococcus_erythropolis_aa	UDK99352.1	ALU67695.1, ALU71034.1, ALU69861.1, ALU67961.1
OG0000197	Bacillus_subtilis_aa	UDL01578.1, UDL02152.1	CAB15307.1
OG0000197	Rhodococcus_erythropolis_aa	UDL01578.1	ALU68890.1
OG0000197	Rhodococcus_erythropolis_aa	UDL02152.1	ALU70886.1
OG0000198	Bacillus_subtilis_aa	UDL01908.1	CAB15376.1, CAB15386.1
OG0000198	Rhodococcus_erythropolis_aa	UDL01908.1	ALU70046.1, ALU70047.1, ALU69288.1
OG0000199	Bacillus_subtilis_aa	UDK99792.1, UDL02083.1	CAB15619.1
OG0000199	Rhodococcus_erythropolis_aa	UDK99792.1, UDL02083.1	ALU69502.1, ALU68301.1, ALU71822.1
OG0000200	Bacillus_subtilis_aa	UDK99618.1	CAB15917.1
OG0000200	Rhodococcus_erythropolis_aa	UDK99618.1	ALU71579.1, ALU70959.1, ALU71173.1, ALU71768.1
OG0000203	Rhodococcus_erythropolis_aa	UDL01272.1	ALU67692.1, ALU67920.1, ALU67803.1, ALU73584.1, ALU73586.1
OG0000204	Rhodococcus_erythropolis_aa	UDL01903.1	ALU67810.1, ALU71954.1, ALU71209.1, ALU72854.1, ALU70952.1
OG0000205	Rhodococcus_erythropolis_aa	UDL02248.1	ALU69159.1, ALU71339.1, ALU71500.1, ALU72683.1, ALU68512.1
OG0000220	Bacillus_subtilis_aa	UDL01622.1	CAB13174.1
OG0000220	Rhodococcus_erythropolis_aa	UDL01622.1	ALU68929.1
OG0000221	Bacillus_subtilis_aa	UDK99249.1, UDL01518.1	CAB11824.1
OG0000221	Rhodococcus_erythropolis_aa	UDK99249.1	ALU71131.1
OG0000221	Rhodococcus_erythropolis_aa	UDL01518.1	ALU68351.1
OG0000222	Bacillus_subtilis_aa	UDK99443.1	CAB15717.1
OG0000222	Rhodococcus_erythropolis_aa	UDK99443.1	ALU70236.1
OG0000222	Bacillus_subtilis_aa	UDK99652.1	CAB11882.1
OG0000223	Rhodococcus_erythropolis_aa	UDL01512.1, UDL01667.1	ALU72839.1
OG0000223	Bacillus_subtilis_aa	UDL01512.1	CAB13043.1
OG0000223	Bacillus_subtilis_aa	UDL01667.1	CAB11936.2
OG0000225	Bacillus_subtilis_aa	UDL01926.1	CAB13200.1, CAB13702.1
OG0000225	Bacillus_subtilis_aa	UDL01603.1	CAB12022.1
OG0000227	Bacillus_subtilis_aa	UDL02257.1	CAB12604.1, CAB14741.2, CAB13695.1, CAB12036.2
OG0000229	Bacillus_subtilis_aa	UDL01253.1, UDL01249.1	CAB12084.1
OG0000229	Rhodococcus_erythropolis_aa	UDL01253.1, UDL01249.1	ALU70103.1, ALU67655.1
OG0000232	Bacillus_subtilis_aa	UDL01428.1	CAB12130.1
OG0000232	Rhodococcus_erythropolis_aa	UDL01428.1	ALU68290.1, ALU72463.1, ALU71633.1
OG0000235	Bacillus_subtilis_aa	UDL01270.1	CAB12183.1, CAB14871.2, CAB16078.1
OG0000235	Rhodococcus_erythropolis_aa	UDL01270.1	ALU72249.1
OG0000236	Bacillus_subtilis_aa	UDL01783.1	CAB12199.1
OG0000236	Rhodococcus_erythropolis_aa	UDL01783.1	ALU73573.1, ALU69750.1, ALU67666.1
OG0000237	Bacillus_subtilis_aa	UDL00290.1	CAB12217.2
OG0000237	Rhodococcus_erythropolis_aa	UDL00290.1	ALU68942.1, ALU68822.1, ALU69101.1
OG0000238	Bacillus_subtilis_aa	UDL00166.1, UDK99220.1, UDK99523.1	CAB12240.1
OG0000238	Rhodococcus_erythropolis_aa	UDL00166.1, UDK99220.1, UDK99523.1	ALU71612.1
OG0000239	Bacillus_subtilis_aa	UDL00360.1	CAB12451.1, CAB12261.1, CAB12354.2
OG0000239	Rhodococcus_erythropolis_aa	UDL00360.1	ALU70709.1
OG0000240	Bacillus_subtilis_aa	UDL00710.1	CAB12265.2, CAB15947.2
OG0000240	Rhodococcus_erythropolis_aa	UDL00710.1	ALU70080.1, ALU71714.1
OG0000241	Bacillus_subtilis_aa	UDL01039.1	CAB12268.1, CAB14418.2
OG0000241	Rhodococcus_erythropolis_aa	UDL01039.1	ALU68197.1, ALU70271.1
OG0000242	Bacillus_subtilis_aa	UDL02161.1	CAB12274.1, CAB14407.2, CAB13837.1, CAB13177.1
OG0000243	Bacillus_subtilis_aa	UDL00415.1	CAB12321.1, CAB15790.1
OG0000243	Rhodococcus_erythropolis_aa	UDL00415.1	ALU70630.1, ALU72125.1
OG0000244	Bacillus_subtilis_aa	UDL00363.1	CAB12332.1
OG0000244	Rhodococcus_erythropolis_aa	UDL00363.1	ALU72083.1, ALU68502.1, ALU72043.1
OG0000245	Bacillus_subtilis_aa	UDL00171.1, UDL00678.1	CAB12344.1, CAB12927.2
OG0000245	Rhodococcus_erythropolis_aa	UDL00171.1, UDL00678.1	ALU71825.1
OG0000246	Rhodococcus_erythropolis_aa	UDL01714.1	ALU70453.1
OG0000246	Bacillus_subtilis_aa	UDL01714.1	CAB13090.1, CAB13572.1, CAB12434.1
OG0000247	Bacillus_subtilis_aa	UDL00007.1, UDL01040.1	CAB12454.2
OG0000247	Rhodococcus_erythropolis_aa	UDL00007.1	ALU68922.1
OG0000247	Rhodococcus_erythropolis_aa	UDL01040.1	ALU70381.1
OG0000249	Rhodococcus_erythropolis_aa	UDL02245.1	ALU67923.1
OG0000249	Bacillus_subtilis_aa	UDL02245.1	CAB12578.1, CAB15335.1, CAB15283.1
OG0000250	Bacillus_subtilis_aa	UDL02247.1	CAB12580.1
OG0000250	Rhodococcus_erythropolis_aa	UDL02247.1	ALU68509.1, ALU69840.1, ALU68111.1
OG0000251	Bacillus_subtilis_aa	UDL01042.1	CAB13294.2, CAB12623.1
OG0000251	Rhodococcus_erythropolis_aa	UDL01042.1	ALU71659.1, ALU68931.1
OG0000252	Bacillus_subtilis_aa	UDL01418.1, UDL02105.1	CAB12629.1
OG0000252	Rhodococcus_erythropolis_aa	UDL01418.1, UDL02105.1	ALU70038.1, ALU69238.1
OG0000254	Bacillus_subtilis_aa	UDL01361.1	CAB12701.1, CAB14440.2
OG0000254	Rhodococcus_erythropolis_aa	UDL01361.1	ALU72656.1, ALU67800.1
OG0000255	Bacillus_subtilis_aa	UDL00858.1	CAB13019.1, CAB12749.2, CAB13420.3
OG0000255	Rhodococcus_erythropolis_aa	UDL00858.1	ALU70608.1
OG0000256	Rhodococcus_erythropolis_aa	UDL00136.1	ALU71425.1
OG0000256	Bacillus_subtilis_aa	UDL00136.1	CAB13368.2, CAB12751.1, CAB14948.1
OG0000257	Rhodococcus_erythropolis_aa	UDL01898.1	ALU68335.1, ALU71264.1
OG0000257	Bacillus_subtilis_aa	UDL01898.1	CAB13865.1, CAB12754.2
OG0000258	Bacillus_subtilis_aa	UDL00161.1	CAB12758.2
OG0000258	Rhodococcus_erythropolis_aa	UDL00161.1	ALU71819.1, ALU69588.1, ALU71296.1
OG0000259	Bacillus_subtilis_aa	UDL01576.1	CAB12793.1
OG0000259	Rhodococcus_erythropolis_aa	UDL01576.1	ALU68023.1, ALU68024.1, ALU71591.1
OG0000260	Bacillus_subtilis_aa	UDL01165.1, UDL01382.1	CAB15961.1, CAB12808.2
OG0000260	Rhodococcus_erythropolis_aa	UDL01165.1, UDL01382.1	ALU72758.1
OG0000261	Rhodococcus_erythropolis_aa	UDL00999.1, UDL00998.1	ALU72738.1
OG0000261	Bacillus_subtilis_aa	UDL00999.1, UDL00998.1	CAB12857.1, CAB12974.1
OG0000262	Bacillus_subtilis_aa	UDK99475.1, UDL00504.1, UDL01963.1	CAB12874.1
OG0000262	Rhodococcus_erythropolis_aa	UDK99475.1, UDL00504.1, UDL01963.1	ALU71717.1
OG0000263	Bacillus_subtilis_aa	UDL00071.1	CAB13044.1, CAB13045.1, CAB14667.1
OG0000263	Rhodococcus_erythropolis_aa	UDL00071.1	ALU69915.1
OG0000264	Bacillus_subtilis_aa	UDL00014.1, UDL01608.1	CAB13065.2, CAB13361.1
OG0000264	Rhodococcus_erythropolis_aa	UDL00014.1, UDL01608.1	ALU71046.1
OG0000265	Bacillus_subtilis_aa	UDL00923.1	CAB13171.1, CAB13173.1
OG0000265	Rhodococcus_erythropolis_aa	UDL00923.1	ALU69453.1, ALU73665.1
OG0000266	Rhodococcus_erythropolis_aa	UDL01365.1	ALU69206.1, ALU70873.1
OG0000266	Bacillus_subtilis_aa	UDL01365.1	CAB13194.1, CAB13278.2
OG0000268	Rhodococcus_erythropolis_aa	UDL01957.1	ALU73572.1
OG0000268	Bacillus_subtilis_aa	UDL01957.1	CAB13288.1, CAB13290.2, CAB15511.1
OG0000269	Bacillus_subtilis_aa	UDL01302.1	CAB13422.2
OG0000269	Rhodococcus_erythropolis_aa	UDL01302.1	ALU71272.1, ALU68328.1, ALU68336.1
OG0000270	Bacillus_subtilis_aa	UDL00995.1	CAB13464.1
OG0000270	Rhodococcus_erythropolis_aa	UDL00995.1	ALU73323.1, ALU69021.1, ALU68753.1
OG0000271	Rhodococcus_erythropolis_aa	UDL02287.1	ALU70833.1, ALU71498.1
OG0000271	Bacillus_subtilis_aa	UDL02287.1	CAB14283.2, CAB13487.1
OG0000273	Rhodococcus_erythropolis_aa	UDL01521.1	ALU71391.1
OG0000273	Bacillus_subtilis_aa	UDL01521.1	CAB13559.2, CAB15769.1, CAB13544.2
OG0000274	Rhodococcus_erythropolis_aa	UDL00479.1	ALU67828.1
OG0000274	Bacillus_subtilis_aa	UDL00479.1	CAB13549.2, CAB14807.1, SOX90588.1
OG0000279	Rhodococcus_erythropolis_aa	UDK99584.1	ALU71200.1
OG0000279	Bacillus_subtilis_aa	UDK99584.1	CAB16130.1, CAB15756.2, CAB13750.2
OG0000280	Bacillus_subtilis_aa	UDL00705.1, UDK99225.1, UDK99241.1	CAB13764.1
OG0000280	Rhodococcus_erythropolis_aa	UDL00705.1, UDK99225.1, UDK99241.1	ALU72752.1
OG0000281	Bacillus_subtilis_aa	UDL01789.1	CAB15412.2, CAB13811.1
OG0000281	Rhodococcus_erythropolis_aa	UDL01789.1	ALU69482.1, ALU68283.1
OG0000282	Bacillus_subtilis_aa	UDL01790.1	CAB13812.1, CAB15411.1
OG0000282	Rhodococcus_erythropolis_aa	UDL01790.1	ALU68284.1, ALU69481.1
OG0000283	Bacillus_subtilis_aa	UDL02095.1	CAB13823.1
OG0000283	Rhodococcus_erythropolis_aa	UDL02095.1	ALU72056.1, ALU68516.1, ALU72066.1
OG0000284	Bacillus_subtilis_aa	UDL00232.1	CAB14117.1
OG0000284	Rhodococcus_erythropolis_aa	UDL00232.1	ALU68036.1, ALU70484.1, ALU70372.1
OG0000285	Rhodococcus_erythropolis_aa	UDL01551.1	ALU71867.1, ALU73567.1
OG0000285	Bacillus_subtilis_aa	UDL01551.1	CAB16010.1, CAB14128.1
OG0000286	Bacillus_subtilis_aa	UDL01472.1	CAB14178.2
OG0000286	Rhodococcus_erythropolis_aa	UDL01472.1	ALU67928.1, ALU69099.1, ALU70691.1
OG0000287	Bacillus_subtilis_aa	UDK99436.1, UDL01772.1, UDL00953.1	CAB14268.1
OG0000287	Rhodococcus_erythropolis_aa	UDK99436.1, UDL01772.1, UDL00953.1	ALU68198.1
OG0000288	Bacillus_subtilis_aa	UDL01754.1	CAB16141.1, CAB14320.1
OG0000288	Rhodococcus_erythropolis_aa	UDL01754.1	ALU69450.1, ALU68217.1
OG0000289	Bacillus_subtilis_aa	UDL01500.1	CAB15918.1, CAB14322.2
OG0000289	Rhodococcus_erythropolis_aa	UDL01500.1	ALU72870.1, ALU69228.1
OG0000290	Bacillus_subtilis_aa	UDL00379.1	CAB14346.2
OG0000290	Rhodococcus_erythropolis_aa	UDL00379.1	ALU71996.1
OG0000291	Bacillus_subtilis_aa	UDL00026.1	CAB14362.1
OG0000291	Rhodococcus_erythropolis_aa	UDL00026.1	ALU71890.1, ALU73447.1, ALU70762.1
OG0000292	Bacillus_subtilis_aa	UDL01045.1	CAB14652.1
OG0000292	Rhodococcus_erythropolis_aa	UDL01045.1	ALU67932.1, ALU70178.1, ALU68696.1
OG0000293	Bacillus_subtilis_aa	UDL00297.1, UDL01394.1, UDL01739.1	CAB14674.1
OG0000293	Rhodococcus_erythropolis_aa	UDL00297.1, UDL01394.1, UDL01739.1	ALU69920.1
OG0000295	Bacillus_subtilis_aa	UDL01729.1, UDK99372.1	CAB14967.1
OG0000295	Rhodococcus_erythropolis_aa	UDL01729.1, UDK99372.1	ALU68014.1, ALU73676.1
OG0000296	Bacillus_subtilis_aa	UDK99461.1, UDK99591.1	CAB14971.2
OG0000296	Rhodococcus_erythropolis_aa	UDK99461.1	ALU70636.1
OG0000296	Rhodococcus_erythropolis_aa	UDK99591.1	ALU71606.1
OG0000297	Bacillus_subtilis_aa	UDL02206.1, UDK99259.1	CAB15056.1
OG0000297	Rhodococcus_erythropolis_aa	UDL02206.1, UDK99259.1	ALU72868.1, ALU69226.1
OG0000298	Bacillus_subtilis_aa	UDL01355.1, UDK99993.1	CAB15121.3
OG0000298	Rhodococcus_erythropolis_aa	UDL01355.1	ALU71689.1
OG0000298	Rhodococcus_erythropolis_aa	UDK99993.1	ALU69204.1
OG0000299	Bacillus_subtilis_aa	UDL00556.1	CAB15133.1
OG0000299	Rhodococcus_erythropolis_aa	UDL00556.1	ALU73412.1, ALU73424.1, ALU73695.1
OG0000300	Bacillus_subtilis_aa	UDL01426.1, UDL01670.1	CAB15155.2
OG0000300	Rhodococcus_erythropolis_aa	UDL01426.1, UDL01670.1	ALU70982.1, ALU68865.1
OG0000301	Bacillus_subtilis_aa	UDL02003.1, UDL02001.1	CAB15237.1
OG0000301	Rhodococcus_erythropolis_aa	UDL02003.1	ALU68392.1
OG0000301	Rhodococcus_erythropolis_aa	UDL02001.1	ALU68338.1
OG0000302	Bacillus_subtilis_aa	UDL01183.1	CAB15245.1, CAB15907.1
OG0000302	Rhodococcus_erythropolis_aa	UDL01183.1	ALU70030.1, ALU68311.1
OG0000303	Bacillus_subtilis_aa	UDL00542.1	CAB15248.1
OG0000303	Rhodococcus_erythropolis_aa	UDL00542.1	ALU69249.1, ALU68314.1, ALU70029.1
OG0000305	Bacillus_subtilis_aa	UDL01814.1	CAB15430.1
OG0000305	Rhodococcus_erythropolis_aa	UDL01814.1	ALU69883.1, ALU72562.1, ALU72553.1
OG0000307	Bacillus_subtilis_aa	UDL00352.1, UDK99629.1	CAB15576.1
OG0000307	Rhodococcus_erythropolis_aa	UDL00352.1, UDK99629.1	ALU72548.1, ALU72168.1
OG0000308	Bacillus_subtilis_aa	UDL00314.1	CAB15673.1
OG0000308	Rhodococcus_erythropolis_aa	UDL00314.1	ALU70620.1, ALU70718.1, ALU70675.1
OG0000309	Bacillus_subtilis_aa	UDL00730.1, UDL01381.1	CAB15759.1
OG0000309	Rhodococcus_erythropolis_aa	UDL00730.1	ALU67766.1
OG0000309	Rhodococcus_erythropolis_aa	UDL01381.1	ALU73702.1
OG0000310	Bacillus_subtilis_aa	UDL01846.1	CAB15924.1
OG0000310	Rhodococcus_erythropolis_aa	UDL01846.1	ALU72672.1, ALU72040.1, ALU68948.1
OG0000311	Rhodococcus_erythropolis_aa	UDL00104.1, UDK99992.1, UDL01494.1, UDL00802.1	ALU68378.1
OG0000312	Rhodococcus_erythropolis_aa	UDL00382.1, UDL01973.1	ALU68463.1, ALU69867.1, ALU71575.1
OG0000313	Rhodococcus_erythropolis_aa	UDL00410.1, UDL02011.1, UDL00790.1, UDL01006.1	ALU73243.1
OG0000337	Bacillus_subtilis_aa	UDL01674.1	CAB11782.1, CAB13692.2
OG0000337	Rhodococcus_erythropolis_aa	UDL01674.1	ALU68205.1
OG0000341	Bacillus_subtilis_aa	UDK99763.1, UDL00162.1	CAB11845.1
OG0000341	Rhodococcus_erythropolis_aa	UDK99763.1, UDL00162.1	ALU73155.1
OG0000342	Rhodococcus_erythropolis_aa	UDL00860.1	ALU70749.1
OG0000342	Bacillus_subtilis_aa	UDL00860.1	CAB14184.1, CAB11850.1
OG0000343	Bacillus_subtilis_aa	UDL00839.1	CAB11851.1
OG0000343	Rhodococcus_erythropolis_aa	UDL00839.1	ALU68188.1, ALU68813.1
OG0000344	Bacillus_subtilis_aa	UDK99368.1	CAB11853.1
OG0000344	Rhodococcus_erythropolis_aa	UDK99368.1	ALU73457.1, ALU73153.1
OG0000345	Rhodococcus_erythropolis_aa	UDL01453.1	ALU69403.1
OG0000345	Bacillus_subtilis_aa	UDL01453.1	CAB12632.1, CAB11857.1
OG0000346	Bacillus_subtilis_aa	UDL00431.1	CAB11914.1
OG0000346	Rhodococcus_erythropolis_aa	UDL00431.1	ALU72005.1, ALU71448.1
OG0000349	Bacillus_subtilis_aa	UDK99498.1	CAB11954.1, CAB11983.1
OG0000349	Rhodococcus_erythropolis_aa	UDK99498.1	ALU71978.1
OG0000350	Bacillus_subtilis_aa	UDL01573.1	CAB12630.1, CAB11956.1
OG0000350	Rhodococcus_erythropolis_aa	UDL01573.1	ALU68996.1
OG0000351	Bacillus_subtilis_aa	UDL02296.1	CAB11985.2, CAB15764.1
OG0000351	Rhodococcus_erythropolis_aa	UDL02296.1	ALU72076.1
OG0000353	Bacillus_subtilis_aa	UDL01484.1, UDL00800.1	CAB12004.1
OG0000353	Rhodococcus_erythropolis_aa	UDL01484.1, UDL00800.1	ALU69214.1
OG0000354	Bacillus_subtilis_aa	UDK99853.1, UDK99854.1	CAB12010.1
OG0000354	Rhodococcus_erythropolis_aa	UDK99853.1, UDK99854.1	ALU70099.1
OG0000355	Bacillus_subtilis_aa	UDL00712.1	CAB15881.2, CAB12033.1
OG0000355	Rhodococcus_erythropolis_aa	UDL00712.1	ALU70531.1
OG0000357	Bacillus_subtilis_aa	UDL00110.1	CAB12035.1, CAB12941.1
OG0000357	Rhodococcus_erythropolis_aa	UDL00110.1	ALU70903.1
OG0000358	Bacillus_subtilis_aa	UDK99969.1	CAB12058.2, CAB12418.1
OG0000358	Rhodococcus_erythropolis_aa	UDK99969.1	ALU70925.1
OG0000359	Bacillus_subtilis_aa	UDL01372.1	CAB12063.1
OG0000359	Rhodococcus_erythropolis_aa	UDL01372.1	ALU73436.1, ALU68600.1
OG0000360	Rhodococcus_erythropolis_aa	UDK99756.1	ALU71738.1
OG0000360	Bacillus_subtilis_aa	UDK99756.1	CAB12066.1, CAB15547.1
OG0000361	Rhodococcus_erythropolis_aa	UDL00076.1	ALU69745.1
OG0000361	Bacillus_subtilis_aa	UDL00076.1	CAB12069.1, CAB12660.2
OG0000362	Bacillus_subtilis_aa	UDK99789.1	CAB15836.1, CAB12082.2, CAB14893.1
OG0000363	Bacillus_subtilis_aa	UDK99791.1	CAB12106.3
OG0000363	Rhodococcus_erythropolis_aa	UDK99791.1	ALU71136.1, ALU71137.1
OG0000364	Bacillus_subtilis_aa	UDK99977.1	CAB12114.1, CAB15274.1
OG0000364	Rhodococcus_erythropolis_aa	UDK99977.1	ALU69488.1
OG0000366	Bacillus_subtilis_aa	UDL01809.1	CAB12198.1
OG0000366	Rhodococcus_erythropolis_aa	UDL01809.1	ALU67667.1, ALU68676.1
OG0000367	Rhodococcus_erythropolis_aa	UDL00787.1	ALU69059.1
OG0000367	Bacillus_subtilis_aa	UDL00787.1	CAB12214.3, CAB12243.1
OG0000368	Bacillus_subtilis_aa	UDL02045.1	CAB12216.2
OG0000368	Rhodococcus_erythropolis_aa	UDL02045.1	ALU69000.1, ALU73082.1
OG0000369	Bacillus_subtilis_aa	UDK99400.1	CAB12474.2, CAB12232.1
OG0000369	Rhodococcus_erythropolis_aa	UDK99400.1	ALU73274.1
OG0000370	Bacillus_subtilis_aa	UDL00488.1	CAB12233.1, CAB13485.1
OG0000370	Rhodococcus_erythropolis_aa	UDL00488.1	ALU67733.1
OG0000372	Bacillus_subtilis_aa	UDL00221.1	CAB12271.1, CAB13648.1
OG0000372	Rhodococcus_erythropolis_aa	UDL00221.1	ALU71975.1
OG0000373	Bacillus_subtilis_aa	UDL01745.1	CAB12316.1, CAB12326.1
OG0000373	Rhodococcus_erythropolis_aa	UDL01745.1	ALU69541.1
OG0000375	Rhodococcus_erythropolis_aa	UDL00907.1	ALU69810.1
OG0000375	Bacillus_subtilis_aa	UDL00907.1	CAB12652.1, CAB12357.1
OG0000377	Bacillus_subtilis_aa	UDL02176.1	CAB12393.2, CAB12780.2
OG0000377	Rhodococcus_erythropolis_aa	UDL02176.1	ALU71910.1
OG0000378	Bacillus_subtilis_aa	UDL01828.1	CAB13059.1, CAB15596.1, CAB12406.1
OG0000380	Bacillus_subtilis_aa	UDL00068.1, UDK99798.1	CAB12452.2
OG0000380	Rhodococcus_erythropolis_aa	UDL00068.1, UDK99798.1	ALU71021.1
OG0000381	Bacillus_subtilis_aa	UDL01955.1	CAB12456.1, CAB14977.1
OG0000381	Rhodococcus_erythropolis_aa	UDL01955.1	ALU69566.1
OG0000382	Bacillus_subtilis_aa	UDL01209.1	CAB12464.1
OG0000382	Rhodococcus_erythropolis_aa	UDL01209.1	ALU72841.1, ALU68944.1
OG0000383	Rhodococcus_erythropolis_aa	UDL00537.1	ALU72855.1
OG0000383	Bacillus_subtilis_aa	UDL00537.1	CAB12473.1, CAB15798.1
OG0000384	Bacillus_subtilis_aa	UDK99437.1	CAB12493.1, CAB12631.1
OG0000384	Rhodococcus_erythropolis_aa	UDK99437.1	ALU71219.1
OG0000385	Bacillus_subtilis_aa	UDL01895.1, UDL01289.1, UDL01896.1	CAB12496.1
OG0000386	Bacillus_subtilis_aa	UDL00543.1	CAB12517.1
OG0000386	Rhodococcus_erythropolis_aa	UDL00543.1	ALU70028.1, ALU68313.1
OG0000388	Bacillus_subtilis_aa	UDL02199.1	CAB12542.1
OG0000388	Rhodococcus_erythropolis_aa	UDL02199.1	ALU68082.1, ALU73466.1
OG0000393	Bacillus_subtilis_aa	UDL00190.1, UDL00946.1	CAB12594.1
OG0000393	Rhodococcus_erythropolis_aa	UDL00190.1, UDL00946.1	ALU69373.1
OG0000394	Bacillus_subtilis_aa	UDL00329.1	CAB14644.2, CAB12614.1
OG0000394	Rhodococcus_erythropolis_aa	UDL00329.1	ALU68400.1
OG0000396	Bacillus_subtilis_aa	UDK99735.1	CAB14772.1, CAB12699.3
OG0000396	Rhodococcus_erythropolis_aa	UDK99735.1	ALU72208.1
OG0000397	Rhodococcus_erythropolis_aa	UDL01044.1	ALU67799.1
OG0000397	Bacillus_subtilis_aa	UDL01044.1	CAB15889.1, CAB12710.2
OG0000398	Bacillus_subtilis_aa	UDK99687.1, UDL01798.1	CAB12747.1
OG0000398	Rhodococcus_erythropolis_aa	UDK99687.1, UDL01798.1	ALU67929.1
