Orthogroup	Species	Rhodococcus_erythropolis_aa	Orthologs
OG0000133	Deinococcus_radiodurans_aa	ALU70588.1, ALU69425.1	UDL01504.1
OG0000134	Bacillus_subtilis_aa	ALU67888.1, ALU68953.1, ALU70879.1, ALU70004.1	CAB13862.1, CAB13409.2
OG0000134	Deinococcus_radiodurans_aa	ALU67888.1, ALU68953.1, ALU70879.1, ALU70004.1	UDL01265.1
OG0000135	Bacillus_subtilis_aa	ALU72454.1, ALU70794.1, ALU70515.1, ALU68806.1, ALU69827.1	CAB13802.1
OG0000135	Deinococcus_radiodurans_aa	ALU72454.1, ALU70794.1, ALU70515.1, ALU68806.1, ALU69827.1	UDK99269.1
OG0000137	Bacillus_subtilis_aa	ALU69098.1, ALU72630.1, ALU71257.1, ALU70074.1, ALU68193.1	CAB14828.1
OG0000137	Deinococcus_radiodurans_aa	ALU69098.1, ALU72630.1, ALU71257.1, ALU70074.1, ALU68193.1	UDL00808.1
OG0000138	Bacillus_subtilis_aa	ALU69465.1, ALU72645.1, ALU72359.1, ALU69272.1, ALU68632.1	CAB14933.1
OG0000138	Deinococcus_radiodurans_aa	ALU69465.1, ALU72645.1, ALU72359.1, ALU69272.1, ALU68632.1	UDL01540.1
OG0000139	Deinococcus_radiodurans_aa	ALU72845.1, ALU69229.1, ALU69107.1, ALU72846.1	UDK99365.1
OG0000139	Bacillus_subtilis_aa	ALU72845.1, ALU69229.1, ALU69107.1, ALU72846.1	CAB15036.1, CAB15213.2
OG0000140	Bacillus_subtilis_aa	ALU69658.1, ALU68158.1, ALU68543.1	CAB15347.1
OG0000140	Deinococcus_radiodurans_aa	ALU69658.1, ALU68158.1, ALU68543.1	UDL02243.1, UDK99827.1, UDL01414.1
OG0000141	Bacillus_subtilis_aa	ALU72543.1, ALU72554.1, ALU73213.1, ALU73214.1	CAB15642.1, CAB15441.1
OG0000141	Deinococcus_radiodurans_aa	ALU72543.1, ALU72554.1, ALU73213.1, ALU73214.1	UDL01813.1
OG0000142	Bacillus_subtilis_aa	ALU72189.1, ALU73060.1, ALU72035.1, ALU69583.1, ALU68586.1	CAB15892.1
OG0000142	Deinococcus_radiodurans_aa	ALU72189.1, ALU73060.1, ALU72035.1, ALU69583.1, ALU68586.1	UDL01338.1
OG0000143	Bacillus_subtilis_aa	ALU71823.1, ALU72944.1, ALU68947.1, ALU72671.1, ALU72041.1	CAB15925.1
OG0000143	Deinococcus_radiodurans_aa	ALU71823.1, ALU72944.1, ALU68947.1, ALU72671.1, ALU72041.1	UDL01847.1
OG0000145	Deinococcus_radiodurans_aa	ALU72515.1, ALU69699.1, ALU70769.1, ALU72313.1	UDK99477.1, UDL01156.1, UDL00178.1
OG0000146	Deinococcus_radiodurans_aa	ALU70500.1, ALU69442.1, ALU72279.1, ALU67710.1, ALU68763.1, ALU71675.1	UDK99978.1
OG0000147	Deinococcus_radiodurans_aa	ALU73399.1, ALU73453.1, ALU73031.1, ALU72104.1, ALU70326.1, ALU71435.1	UDL00138.1
OG0000148	Deinococcus_radiodurans_aa	ALU69070.1, ALU69477.1, ALU73075.1, ALU69426.1, ALU69124.1, ALU68574.1	UDL00217.1
OG0000149	Deinococcus_radiodurans_aa	ALU73443.1, ALU73423.1, ALU73560.1, ALU73409.1, ALU73481.1, ALU73743.1	UDL02156.1
OG0000156	Bacillus_subtilis_aa	ALU67672.1	CAB11856.1
OG0000156	Deinococcus_radiodurans_aa	ALU67672.1	UDL00170.1
OG0000157	Bacillus_subtilis_aa	ALU68993.1	CAB13227.1
OG0000157	Bacillus_subtilis_aa	ALU68995.1, ALU71694.1	CAB11958.1
OG0000157	Deinococcus_radiodurans_aa	ALU68995.1, ALU71694.1	UDK99614.1
OG0000158	Deinococcus_radiodurans_aa	ALU68053.1	UDL01120.1
OG0000158	Bacillus_subtilis_aa	ALU68053.1	CAB12007.1, CAB12801.1
OG0000159	Bacillus_subtilis_aa	ALU70319.1	CAB15118.2, CAB15461.1, CAB12078.1, CAB12610.1
OG0000159	Deinococcus_radiodurans_aa	ALU70319.1	UDL00490.1
OG0000160	Deinococcus_radiodurans_aa	ALU71427.1	UDL01791.1
OG0000160	Bacillus_subtilis_aa	ALU71427.1	CAB12122.1, CAB13435.1
OG0000161	Bacillus_subtilis_aa	ALU73027.1, ALU72491.1, ALU72948.1, ALU69115.1, ALU73532.1	CAB12123.1
OG0000162	Bacillus_subtilis_aa	ALU71896.1	CAB12125.2
OG0000162	Bacillus_subtilis_aa	ALU71325.1	CAB14664.1, CAB13073.1
OG0000162	Deinococcus_radiodurans_aa	ALU71325.1	UDL00597.1
OG0000164	Bacillus_subtilis_aa	ALU67716.1, ALU68366.1	CAB12331.1, CAB12787.1, CAB12197.1
OG0000164	Deinococcus_radiodurans_aa	ALU67716.1, ALU68366.1	UDL00004.1
OG0000165	Bacillus_subtilis_aa	ALU71566.1	CAB12208.3
OG0000165	Deinococcus_radiodurans_aa	ALU70775.1	UDL00854.1, UDL00754.1
OG0000165	Bacillus_subtilis_aa	ALU70775.1	CAB14787.2
OG0000166	Deinococcus_radiodurans_aa	ALU68387.1	UDL02108.1
OG0000166	Bacillus_subtilis_aa	ALU68387.1	CAB12880.1, CAB12784.1, CAB12226.1, CAB12883.1
OG0000168	Bacillus_subtilis_aa	ALU72325.1, ALU68858.1, ALU72407.1	CAB15403.1, CAB12311.1
OG0000168	Deinococcus_radiodurans_aa	ALU72325.1, ALU68858.1, ALU72407.1	UDL01897.1
OG0000169	Deinococcus_radiodurans_aa	ALU69292.1	UDL01017.1
OG0000169	Bacillus_subtilis_aa	ALU69292.1	CAB12355.1, CAB12385.1, CAB13846.1, CAB12612.1
OG0000171	Bacillus_subtilis_aa	ALU71355.1, ALU71210.1, ALU68902.1, ALU67662.1, ALU69342.1	CAB12365.1
OG0000172	Bacillus_subtilis_aa	ALU69419.1, ALU69567.1, ALU70311.1	CAB12371.1
OG0000172	Deinococcus_radiodurans_aa	ALU69419.1, ALU69567.1, ALU70311.1	UDK99455.1, UDL02013.1
OG0000174	Bacillus_subtilis_aa	ALU69248.1	CAB15006.1, CAB14992.2, CAB12530.1, CAB14834.1, CAB15249.1
OG0000175	Bacillus_subtilis_aa	ALU69344.1	CAB16107.1
OG0000175	Deinococcus_radiodurans_aa	ALU69344.1	UDL01731.1, UDL00113.1
OG0000176	Bacillus_subtilis_aa	ALU70210.1, ALU70298.1, ALU73396.1, ALU71436.1	CAB12687.1
OG0000176	Deinococcus_radiodurans_aa	ALU70210.1, ALU70298.1, ALU73396.1, ALU71436.1	UDL01547.1
OG0000177	Bacillus_subtilis_aa	ALU73115.1, ALU72840.1, ALU72864.1, ALU71185.1	CAB12843.1
OG0000177	Deinococcus_radiodurans_aa	ALU73115.1, ALU72840.1, ALU72864.1, ALU71185.1	UDL00707.1
OG0000178	Deinococcus_radiodurans_aa	ALU68154.1, ALU73513.1	UDL00659.1
OG0000178	Bacillus_subtilis_aa	ALU68154.1, ALU73513.1	CAB13003.1, CAB13152.1, CAB12993.1
OG0000179	Bacillus_subtilis_aa	ALU71432.1, ALU72415.1	CAB16109.1, CAB16105.1, CAB13041.1
OG0000179	Deinococcus_radiodurans_aa	ALU71432.1, ALU72415.1	UDL01026.1
OG0000181	Bacillus_subtilis_aa	ALU72651.1, ALU71609.1, ALU69638.1	CAB13363.2, CAB15842.1
OG0000181	Deinococcus_radiodurans_aa	ALU72651.1, ALU71609.1, ALU69638.1	UDL01610.1
OG0000182	Deinococcus_radiodurans_aa	ALU70469.1	UDL00997.1
OG0000182	Bacillus_subtilis_aa	ALU70469.1	CAB13582.1, CAB13584.3, CAB13463.1, CAB13583.2
OG0000183	Deinococcus_radiodurans_aa	ALU72045.1, ALU71789.1, ALU71723.1	UDK99323.1
OG0000183	Bacillus_subtilis_aa	ALU72045.1, ALU71789.1, ALU71723.1	CAB13707.1, CAB14365.2
OG0000184	Bacillus_subtilis_aa	ALU72257.1, ALU69922.1, ALU69986.1	CAB13838.2
OG0000184	Deinococcus_radiodurans_aa	ALU72257.1, ALU69922.1, ALU69986.1	UDL00333.1, UDK99634.1
OG0000185	Bacillus_subtilis_aa	ALU70615.1, ALU71918.1, ALU68777.1, ALU69916.1	CAB14095.1
OG0000185	Deinococcus_radiodurans_aa	ALU70615.1, ALU71918.1, ALU68777.1, ALU69916.1	UDK99747.1
OG0000186	Bacillus_subtilis_aa	ALU71803.1	CAB14123.1, CAB15234.1, CAB15233.1, CAB15820.2
OG0000186	Deinococcus_radiodurans_aa	ALU71803.1	UDL01949.1
OG0000187	Bacillus_subtilis_aa	ALU70265.1	CAB14156.1
OG0000187	Bacillus_subtilis_aa	ALU73383.1, ALU70553.1	CAB14132.1
OG0000187	Deinococcus_radiodurans_aa	ALU73383.1, ALU70553.1	UDL00017.1
OG0000188	Deinococcus_radiodurans_aa	ALU72766.1, ALU71597.1	UDL00648.1
OG0000188	Bacillus_subtilis_aa	ALU72766.1, ALU71597.1	CAB14162.1, CAB15439.1, CAB14421.2
OG0000189	Bacillus_subtilis_aa	ALU70304.1	CAB15806.2, CAB14212.2
OG0000189	Deinococcus_radiodurans_aa	ALU70304.1	UDL00127.1, UDL00126.1, UDL00796.1
OG0000190	Deinococcus_radiodurans_aa	ALU71638.1	UDL01199.1, UDK99656.1
OG0000190	Bacillus_subtilis_aa	ALU71638.1	CAB15137.2, CAB14600.1, CAB14332.2
OG0000191	Bacillus_subtilis_aa	ALU73333.1	CAB14389.1
OG0000191	Deinococcus_radiodurans_aa	ALU73333.1	UDL02260.1
OG0000191	Bacillus_subtilis_aa	ALU70187.1	CAB15645.1
OG0000192	Bacillus_subtilis_aa	ALU69711.1, ALU71736.1, ALU68743.1	CAB14854.2
OG0000192	Deinococcus_radiodurans_aa	ALU69711.1, ALU71736.1, ALU68743.1	UDL01648.1, UDL00459.1
OG0000193	Bacillus_subtilis_aa	ALU67750.1, ALU73518.1, ALU69622.1	CAB14946.1
OG0000193	Deinococcus_radiodurans_aa	ALU67750.1, ALU73518.1	UDL01482.1
OG0000193	Deinococcus_radiodurans_aa	ALU69622.1	UDK99644.1
OG0000194	Bacillus_subtilis_aa	ALU72341.1, ALU68896.1, ALU68924.1	CAB15029.1
OG0000194	Deinococcus_radiodurans_aa	ALU72341.1, ALU68896.1, ALU68924.1	UDL00631.1, UDL01527.1
OG0000195	Bacillus_subtilis_aa	ALU68956.1	CAB15247.1, CAB15609.1
OG0000195	Deinococcus_radiodurans_aa	ALU68956.1	UDL01334.1, UDL00621.1, UDL01834.1
OG0000196	Bacillus_subtilis_aa	ALU67695.1, ALU71034.1, ALU69861.1, ALU67961.1	CAB15258.1
OG0000196	Deinococcus_radiodurans_aa	ALU67695.1, ALU71034.1, ALU69861.1, ALU67961.1	UDK99352.1
OG0000197	Bacillus_subtilis_aa	ALU72686.1, ALU68890.1, ALU70886.1	CAB15307.1
OG0000197	Deinococcus_radiodurans_aa	ALU68890.1	UDL01578.1
OG0000197	Deinococcus_radiodurans_aa	ALU70886.1	UDL02152.1
OG0000198	Bacillus_subtilis_aa	ALU70046.1, ALU70047.1, ALU69288.1	CAB15376.1, CAB15386.1
OG0000198	Deinococcus_radiodurans_aa	ALU70046.1, ALU70047.1, ALU69288.1	UDL01908.1
OG0000199	Bacillus_subtilis_aa	ALU69502.1, ALU68301.1, ALU71822.1	CAB15619.1
OG0000199	Deinococcus_radiodurans_aa	ALU69502.1, ALU68301.1, ALU71822.1	UDK99792.1, UDL02083.1
OG0000200	Bacillus_subtilis_aa	ALU71579.1, ALU70959.1, ALU71173.1, ALU71768.1	CAB15917.1
OG0000200	Deinococcus_radiodurans_aa	ALU71579.1, ALU70959.1, ALU71173.1, ALU71768.1	UDK99618.1
OG0000203	Deinococcus_radiodurans_aa	ALU67692.1, ALU67920.1, ALU67803.1, ALU73584.1, ALU73586.1	UDL01272.1
OG0000204	Deinococcus_radiodurans_aa	ALU67810.1, ALU71954.1, ALU71209.1, ALU72854.1, ALU70952.1	UDL01903.1
OG0000205	Deinococcus_radiodurans_aa	ALU69159.1, ALU71339.1, ALU71500.1, ALU72683.1, ALU68512.1	UDL02248.1
OG0000220	Bacillus_subtilis_aa	ALU67912.1	CAB11794.1
OG0000220	Bacillus_subtilis_aa	ALU68929.1	CAB13174.1
OG0000220	Deinococcus_radiodurans_aa	ALU68929.1	UDL01622.1
OG0000221	Bacillus_subtilis_aa	ALU71131.1, ALU68351.1	CAB11824.1
OG0000221	Deinococcus_radiodurans_aa	ALU71131.1	UDK99249.1
OG0000221	Deinococcus_radiodurans_aa	ALU68351.1	UDL01518.1
OG0000222	Bacillus_subtilis_aa	ALU70236.1	CAB15717.1
OG0000222	Deinococcus_radiodurans_aa	ALU70236.1	UDK99443.1
OG0000223	Deinococcus_radiodurans_aa	ALU72839.1	UDL01512.1, UDL01667.1
OG0000223	Bacillus_subtilis_aa	ALU72839.1	CAB13043.1, CAB11936.2
OG0000226	Bacillus_subtilis_aa	ALU72912.1, ALU72661.1, ALU70196.1	CAB15507.1, CAB12030.1
OG0000228	Bacillus_subtilis_aa	ALU71314.1	CAB13550.1
OG0000228	Bacillus_subtilis_aa	ALU72917.1, ALU69734.1	CAB12040.2
OG0000229	Bacillus_subtilis_aa	ALU70103.1, ALU67655.1	CAB12084.1
OG0000229	Deinococcus_radiodurans_aa	ALU70103.1, ALU67655.1	UDL01253.1, UDL01249.1
OG0000230	Bacillus_subtilis_aa	ALU73402.1, ALU68643.1, ALU72996.1	CAB15180.2, CAB12117.2
OG0000231	Bacillus_subtilis_aa	ALU72268.1, ALU70286.1, ALU69247.1, ALU70407.1	CAB12129.2
OG0000232	Bacillus_subtilis_aa	ALU68290.1, ALU72463.1, ALU71633.1	CAB12130.1
OG0000232	Deinococcus_radiodurans_aa	ALU68290.1, ALU72463.1, ALU71633.1	UDL01428.1
OG0000235	Bacillus_subtilis_aa	ALU72249.1	CAB12183.1, CAB14871.2, CAB16078.1
OG0000235	Deinococcus_radiodurans_aa	ALU72249.1	UDL01270.1
OG0000236	Bacillus_subtilis_aa	ALU73573.1, ALU69750.1, ALU67666.1	CAB12199.1
OG0000236	Deinococcus_radiodurans_aa	ALU73573.1, ALU69750.1, ALU67666.1	UDL01783.1
OG0000237	Bacillus_subtilis_aa	ALU68942.1, ALU68822.1, ALU69101.1	CAB12217.2
OG0000237	Deinococcus_radiodurans_aa	ALU68942.1, ALU68822.1, ALU69101.1	UDL00290.1
OG0000238	Bacillus_subtilis_aa	ALU71612.1	CAB12240.1
OG0000238	Deinococcus_radiodurans_aa	ALU71612.1	UDL00166.1, UDK99220.1, UDK99523.1
OG0000239	Bacillus_subtilis_aa	ALU70709.1	CAB12451.1, CAB12261.1, CAB12354.2
OG0000239	Deinococcus_radiodurans_aa	ALU70709.1	UDL00360.1
OG0000240	Bacillus_subtilis_aa	ALU70080.1, ALU71714.1	CAB12265.2, CAB15947.2
OG0000240	Deinococcus_radiodurans_aa	ALU70080.1, ALU71714.1	UDL00710.1
OG0000241	Bacillus_subtilis_aa	ALU68197.1, ALU70271.1	CAB12268.1, CAB14418.2
OG0000241	Deinococcus_radiodurans_aa	ALU68197.1, ALU70271.1	UDL01039.1
OG0000243	Bacillus_subtilis_aa	ALU70630.1, ALU72125.1	CAB12321.1, CAB15790.1
OG0000243	Deinococcus_radiodurans_aa	ALU70630.1, ALU72125.1	UDL00415.1
OG0000244	Bacillus_subtilis_aa	ALU72083.1, ALU68502.1, ALU72043.1	CAB12332.1
OG0000244	Deinococcus_radiodurans_aa	ALU72083.1, ALU68502.1, ALU72043.1	UDL00363.1
OG0000245	Bacillus_subtilis_aa	ALU71825.1	CAB12344.1, CAB12927.2
OG0000245	Deinococcus_radiodurans_aa	ALU71825.1	UDL00171.1, UDL00678.1
OG0000246	Deinococcus_radiodurans_aa	ALU70453.1	UDL01714.1
OG0000246	Bacillus_subtilis_aa	ALU70453.1	CAB13090.1, CAB13572.1, CAB12434.1
OG0000247	Bacillus_subtilis_aa	ALU68922.1, ALU70381.1	CAB12454.2
OG0000247	Deinococcus_radiodurans_aa	ALU68922.1	UDL00007.1
OG0000247	Deinococcus_radiodurans_aa	ALU70381.1	UDL01040.1
OG0000249	Deinococcus_radiodurans_aa	ALU67923.1	UDL02245.1
OG0000249	Bacillus_subtilis_aa	ALU67923.1	CAB12578.1, CAB15335.1, CAB15283.1
OG0000250	Bacillus_subtilis_aa	ALU68509.1, ALU69840.1, ALU68111.1	CAB12580.1
OG0000250	Deinococcus_radiodurans_aa	ALU68509.1, ALU69840.1, ALU68111.1	UDL02247.1
OG0000251	Bacillus_subtilis_aa	ALU71659.1, ALU68931.1	CAB13294.2, CAB12623.1
OG0000251	Deinococcus_radiodurans_aa	ALU71659.1, ALU68931.1	UDL01042.1
OG0000252	Bacillus_subtilis_aa	ALU70038.1, ALU69238.1	CAB12629.1
OG0000252	Deinococcus_radiodurans_aa	ALU70038.1, ALU69238.1	UDL01418.1, UDL02105.1
OG0000254	Bacillus_subtilis_aa	ALU72656.1, ALU67800.1	CAB12701.1, CAB14440.2
OG0000254	Deinococcus_radiodurans_aa	ALU72656.1, ALU67800.1	UDL01361.1
OG0000255	Bacillus_subtilis_aa	ALU70608.1	CAB13019.1, CAB12749.2, CAB13420.3
OG0000255	Deinococcus_radiodurans_aa	ALU70608.1	UDL00858.1
OG0000256	Deinococcus_radiodurans_aa	ALU71425.1	UDL00136.1
OG0000256	Bacillus_subtilis_aa	ALU71425.1	CAB13368.2, CAB12751.1, CAB14948.1
OG0000257	Deinococcus_radiodurans_aa	ALU68335.1, ALU71264.1	UDL01898.1
OG0000257	Bacillus_subtilis_aa	ALU68335.1, ALU71264.1	CAB13865.1, CAB12754.2
OG0000258	Bacillus_subtilis_aa	ALU71819.1, ALU69588.1, ALU71296.1	CAB12758.2
OG0000258	Deinococcus_radiodurans_aa	ALU71819.1, ALU69588.1, ALU71296.1	UDL00161.1
OG0000259	Bacillus_subtilis_aa	ALU68023.1, ALU68024.1, ALU71591.1	CAB12793.1
OG0000259	Deinococcus_radiodurans_aa	ALU68023.1, ALU68024.1, ALU71591.1	UDL01576.1
OG0000260	Bacillus_subtilis_aa	ALU72758.1	CAB15961.1, CAB12808.2
OG0000260	Deinococcus_radiodurans_aa	ALU72758.1	UDL01165.1, UDL01382.1
OG0000261	Deinococcus_radiodurans_aa	ALU72738.1	UDL00999.1, UDL00998.1
OG0000261	Bacillus_subtilis_aa	ALU72738.1	CAB12857.1, CAB12974.1
OG0000262	Bacillus_subtilis_aa	ALU71717.1	CAB12874.1
OG0000262	Deinococcus_radiodurans_aa	ALU71717.1	UDK99475.1, UDL00504.1, UDL01963.1
OG0000263	Bacillus_subtilis_aa	ALU69915.1	CAB13044.1, CAB13045.1, CAB14667.1
OG0000263	Deinococcus_radiodurans_aa	ALU69915.1	UDL00071.1
OG0000264	Bacillus_subtilis_aa	ALU71046.1	CAB13065.2, CAB13361.1
OG0000264	Deinococcus_radiodurans_aa	ALU71046.1	UDL00014.1, UDL01608.1
OG0000265	Bacillus_subtilis_aa	ALU69453.1, ALU73665.1	CAB13171.1, CAB13173.1
OG0000265	Deinococcus_radiodurans_aa	ALU69453.1, ALU73665.1	UDL00923.1
OG0000266	Deinococcus_radiodurans_aa	ALU69206.1, ALU70873.1	UDL01365.1
OG0000266	Bacillus_subtilis_aa	ALU69206.1, ALU70873.1	CAB13194.1, CAB13278.2
OG0000268	Deinococcus_radiodurans_aa	ALU73572.1	UDL01957.1
OG0000268	Bacillus_subtilis_aa	ALU73572.1	CAB13288.1, CAB13290.2, CAB15511.1
OG0000269	Bacillus_subtilis_aa	ALU71272.1, ALU68328.1, ALU68336.1	CAB13422.2
OG0000269	Deinococcus_radiodurans_aa	ALU71272.1, ALU68328.1, ALU68336.1	UDL01302.1
OG0000270	Bacillus_subtilis_aa	ALU73323.1, ALU69021.1, ALU68753.1	CAB13464.1
OG0000270	Deinococcus_radiodurans_aa	ALU73323.1, ALU69021.1, ALU68753.1	UDL00995.1
OG0000271	Deinococcus_radiodurans_aa	ALU70833.1, ALU71498.1	UDL02287.1
OG0000271	Bacillus_subtilis_aa	ALU70833.1, ALU71498.1	CAB14283.2, CAB13487.1
OG0000272	Bacillus_subtilis_aa	ALU70764.1	CAB15730.1, CAB13506.1, CAB13678.1, CAB13515.2
OG0000273	Deinococcus_radiodurans_aa	ALU71391.1	UDL01521.1
OG0000273	Bacillus_subtilis_aa	ALU71391.1	CAB13559.2, CAB15769.1, CAB13544.2
OG0000274	Deinococcus_radiodurans_aa	ALU67828.1	UDL00479.1
OG0000274	Bacillus_subtilis_aa	ALU67828.1	CAB13549.2, CAB14807.1, SOX90588.1
OG0000276	Bacillus_subtilis_aa	ALU71450.1, ALU71451.1	CAB15362.1, CAB13613.1, CAB13614.1
OG0000277	Bacillus_subtilis_aa	ALU69794.1, ALU72566.1	CAB15584.1, CAB13701.1, CAB15063.1
OG0000279	Deinococcus_radiodurans_aa	ALU71200.1	UDK99584.1
OG0000279	Bacillus_subtilis_aa	ALU71200.1	CAB16130.1, CAB15756.2, CAB13750.2
OG0000280	Bacillus_subtilis_aa	ALU72752.1	CAB13764.1
OG0000280	Deinococcus_radiodurans_aa	ALU72752.1	UDL00705.1, UDK99225.1, UDK99241.1
OG0000281	Bacillus_subtilis_aa	ALU69482.1, ALU68283.1	CAB15412.2, CAB13811.1
OG0000281	Deinococcus_radiodurans_aa	ALU69482.1, ALU68283.1	UDL01789.1
OG0000282	Bacillus_subtilis_aa	ALU68284.1, ALU69481.1	CAB13812.1, CAB15411.1
OG0000282	Deinococcus_radiodurans_aa	ALU68284.1, ALU69481.1	UDL01790.1
OG0000283	Bacillus_subtilis_aa	ALU72056.1, ALU68516.1, ALU72066.1	CAB13823.1
OG0000283	Deinococcus_radiodurans_aa	ALU72056.1, ALU68516.1, ALU72066.1	UDL02095.1
OG0000284	Bacillus_subtilis_aa	ALU68036.1, ALU70484.1, ALU70372.1	CAB14117.1
OG0000284	Deinococcus_radiodurans_aa	ALU68036.1, ALU70484.1, ALU70372.1	UDL00232.1
OG0000285	Deinococcus_radiodurans_aa	ALU71867.1, ALU73567.1	UDL01551.1
OG0000285	Bacillus_subtilis_aa	ALU71867.1, ALU73567.1	CAB16010.1, CAB14128.1
OG0000286	Bacillus_subtilis_aa	ALU67928.1, ALU69099.1, ALU70691.1	CAB14178.2
OG0000286	Deinococcus_radiodurans_aa	ALU67928.1, ALU69099.1, ALU70691.1	UDL01472.1
OG0000287	Bacillus_subtilis_aa	ALU68198.1	CAB14268.1
OG0000287	Deinococcus_radiodurans_aa	ALU68198.1	UDK99436.1, UDL01772.1, UDL00953.1
OG0000288	Bacillus_subtilis_aa	ALU69450.1, ALU68217.1	CAB16141.1, CAB14320.1
OG0000288	Deinococcus_radiodurans_aa	ALU69450.1, ALU68217.1	UDL01754.1
OG0000289	Bacillus_subtilis_aa	ALU72870.1, ALU69228.1	CAB15918.1, CAB14322.2
OG0000289	Deinococcus_radiodurans_aa	ALU72870.1, ALU69228.1	UDL01500.1
OG0000290	Bacillus_subtilis_aa	ALU69211.1	CAB15745.1
OG0000290	Bacillus_subtilis_aa	ALU71996.1	CAB14346.2
OG0000290	Deinococcus_radiodurans_aa	ALU71996.1	UDL00379.1
OG0000291	Bacillus_subtilis_aa	ALU71890.1, ALU73447.1, ALU70762.1	CAB14362.1
OG0000291	Deinococcus_radiodurans_aa	ALU71890.1, ALU73447.1, ALU70762.1	UDL00026.1
OG0000292	Bacillus_subtilis_aa	ALU67932.1, ALU70178.1, ALU68696.1	CAB14652.1
OG0000292	Deinococcus_radiodurans_aa	ALU67932.1, ALU70178.1, ALU68696.1	UDL01045.1
OG0000293	Bacillus_subtilis_aa	ALU69920.1	CAB14674.1
OG0000293	Deinococcus_radiodurans_aa	ALU69920.1	UDL00297.1, UDL01394.1, UDL01739.1
OG0000294	Bacillus_subtilis_aa	ALU72350.1	CAB14837.1
OG0000294	Bacillus_subtilis_aa	ALU70824.1, ALU72422.1	CAB15219.1
OG0000295	Bacillus_subtilis_aa	ALU68014.1, ALU73676.1	CAB14967.1
OG0000295	Deinococcus_radiodurans_aa	ALU68014.1, ALU73676.1	UDL01729.1, UDK99372.1
OG0000296	Bacillus_subtilis_aa	ALU70636.1, ALU71606.1	CAB14971.2
OG0000296	Deinococcus_radiodurans_aa	ALU70636.1	UDK99461.1
OG0000296	Deinococcus_radiodurans_aa	ALU71606.1	UDK99591.1
OG0000297	Bacillus_subtilis_aa	ALU72868.1, ALU69226.1	CAB15056.1
OG0000297	Deinococcus_radiodurans_aa	ALU72868.1, ALU69226.1	UDL02206.1, UDK99259.1
OG0000298	Bacillus_subtilis_aa	ALU71689.1, ALU69204.1	CAB15121.3
OG0000298	Deinococcus_radiodurans_aa	ALU71689.1	UDL01355.1
OG0000298	Deinococcus_radiodurans_aa	ALU69204.1	UDK99993.1
OG0000299	Bacillus_subtilis_aa	ALU73412.1, ALU73424.1, ALU73695.1	CAB15133.1
OG0000299	Deinococcus_radiodurans_aa	ALU73412.1, ALU73424.1, ALU73695.1	UDL00556.1
OG0000300	Bacillus_subtilis_aa	ALU70982.1, ALU68865.1	CAB15155.2
OG0000300	Deinococcus_radiodurans_aa	ALU70982.1, ALU68865.1	UDL01426.1, UDL01670.1
OG0000301	Bacillus_subtilis_aa	ALU68392.1, ALU68338.1	CAB15237.1
OG0000301	Deinococcus_radiodurans_aa	ALU68392.1	UDL02003.1
OG0000301	Deinococcus_radiodurans_aa	ALU68338.1	UDL02001.1
OG0000302	Bacillus_subtilis_aa	ALU70030.1, ALU68311.1	CAB15245.1, CAB15907.1
OG0000302	Deinococcus_radiodurans_aa	ALU70030.1, ALU68311.1	UDL01183.1
OG0000303	Bacillus_subtilis_aa	ALU69249.1, ALU68314.1, ALU70029.1	CAB15248.1
OG0000303	Deinococcus_radiodurans_aa	ALU69249.1, ALU68314.1, ALU70029.1	UDL00542.1
OG0000304	Bacillus_subtilis_aa	ALU72286.1, ALU68308.1, ALU71305.1	CAB15371.1, CAB15372.1
OG0000305	Bacillus_subtilis_aa	ALU69883.1, ALU72562.1, ALU72553.1	CAB15430.1
OG0000305	Deinococcus_radiodurans_aa	ALU69883.1, ALU72562.1, ALU72553.1	UDL01814.1
OG0000306	Bacillus_subtilis_aa	ALU72541.1, ALU72544.1, ALU72555.1	CAB15575.1, CAB15640.1
OG0000307	Bacillus_subtilis_aa	ALU72548.1, ALU72168.1	CAB15576.1
OG0000307	Deinococcus_radiodurans_aa	ALU72548.1, ALU72168.1	UDL00352.1, UDK99629.1
OG0000308	Bacillus_subtilis_aa	ALU70620.1, ALU70718.1, ALU70675.1	CAB15673.1
OG0000308	Deinococcus_radiodurans_aa	ALU70620.1, ALU70718.1, ALU70675.1	UDL00314.1
OG0000309	Bacillus_subtilis_aa	ALU67766.1, ALU73702.1	CAB15759.1
OG0000309	Deinococcus_radiodurans_aa	ALU67766.1	UDL00730.1
OG0000309	Deinococcus_radiodurans_aa	ALU73702.1	UDL01381.1
OG0000310	Bacillus_subtilis_aa	ALU72672.1, ALU72040.1, ALU68948.1	CAB15924.1
OG0000310	Deinococcus_radiodurans_aa	ALU72672.1, ALU72040.1, ALU68948.1	UDL01846.1
OG0000311	Deinococcus_radiodurans_aa	ALU68378.1	UDL00104.1, UDK99992.1, UDL01494.1, UDL00802.1
OG0000312	Deinococcus_radiodurans_aa	ALU68463.1, ALU69867.1, ALU71575.1	UDL00382.1, UDL01973.1
OG0000313	Deinococcus_radiodurans_aa	ALU73243.1	UDL00410.1, UDL02011.1, UDL00790.1, UDL01006.1
OG0000337	Bacillus_subtilis_aa	ALU68205.1	CAB11782.1, CAB13692.2
OG0000337	Deinococcus_radiodurans_aa	ALU68205.1	UDL01674.1
