Orthogroup	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
OG0003455	CAB14255.1		
OG0003456	CAB14256.1		
OG0003457	CAB14262.1		
OG0003458	CAB14264.1		
OG0003459	CAB14266.1		
OG0003460	CAB14269.1		
OG0003461	CAB14273.1		
OG0003462	CAB14275.1		
OG0003463	CAB14276.2		
OG0003464	CAB14285.1		
OG0003465	CAB14286.1		
OG0003466	CAB14290.1		
OG0003467	CAB14292.2		
OG0003468	CAB14294.1		
OG0003469	CAB14295.1		
OG0003470	CAB14296.1		
OG0003471	CAB14297.1		
OG0003472	CAB14298.1		
OG0003473	CAB14300.1		
OG0003474	CAB14301.1		
OG0003475	CAB14304.1		
OG0003476	CAB14306.3		
OG0003477	CAB14309.2		
OG0003478	CAB14315.1		
OG0003479	CAB14321.3		
OG0003480	CAB14326.2		
OG0003481	CAB14333.2		
OG0003482	CAB14336.1		
OG0003483	CAB14342.1		
OG0003484	CAB14345.1		
OG0003485	CAB14353.1		
OG0003486	CAB14359.2		
OG0003487	CAB14360.2		
OG0003488	CAB14367.2		
OG0003489	CAB14368.2		
OG0003490	CAB14369.1		
OG0003491	CAB14370.2		
OG0003492	CAB14371.1		
OG0003493	CAB14372.1		
OG0003494	CAB14373.1		
OG0003495	CAB14374.1		
OG0003496	CAB14375.1		
OG0003497	CAB14379.1		
OG0003498	CAB14380.2		
OG0003499	CAB14381.1		
OG0003500	CAB14382.1		
OG0003501	CAB14387.2		
OG0003502	CAB14390.1		
OG0003503	CAB14391.1		
OG0003504	CAB14393.1		
OG0003505	CAB14395.1		
OG0003506	CAB14396.1		
OG0003507	CAB14397.2		
OG0003508	CAB14398.1		
OG0003509	CAB14399.1		
OG0003510	CAB14400.1		
OG0003511	CAB14401.1		
OG0003512	CAB14402.1		
OG0003513	CAB14405.1		
OG0003514	CAB14409.1		
OG0003515	CAB14411.1		
OG0003516	CAB14412.2		
OG0003517	CAB14413.2		
OG0003518	CAB14414.1		
OG0003519	CAB14417.1		
OG0003520	CAB14419.1		
OG0003521	CAB14422.1		
OG0003522	CAB14423.1		
OG0003523	CAB14424.2		
OG0003524	CAB14425.1		
OG0003525	CAB14431.2		
OG0003526	CAB14433.1		
OG0003527	CAB14434.2		
OG0003528	CAB14435.2		
OG0003529	CAB14436.1		
OG0003530	CAB14438.1		
OG0003531	CAB14439.1		
OG0003532	CAB14442.1		
OG0003533	CAB14443.1		
OG0003534	CAB14444.1		
OG0003535	CAB14445.1		
OG0003536	CAB14448.1		
OG0003537	CAB14452.2		
OG0003538	CAB14454.1		
OG0003539	CAB14455.2		
OG0003540	CAB14456.1		
OG0003541	CAB14462.1		
OG0003542	CAB14477.2		
OG0003543	CAB14478.1		
OG0003544	CAB14479.2		
OG0003545	CAB14480.1		
OG0003546	CAB14481.1		
OG0003547	CAB14483.1		
OG0003548	CAB14484.2		
OG0003549	CAB14485.1		
OG0003550	CAB14494.1		
OG0003551	CAB14495.1		
OG0003552	CAB14496.1		
OG0003553	CAB14498.1		
OG0003554	CAB14500.1		
OG0003555	CAB14507.1		
OG0003556	CAB14509.1		
OG0003557	CAB14511.1		
OG0003558	CAB14513.1		
OG0003559	CAB14515.2		
OG0003560	CAB14525.1		
OG0003561	CAB14526.1		
OG0003562	CAB14528.1		
OG0003563	CAB14529.1		
OG0003564	CAB14530.1		
OG0003565	CAB14532.1		
OG0003566	CAB14546.1		
OG0003567	CAB14554.1		
OG0003568	CAB14557.1		
OG0003569	CAB14558.1		
OG0003570	CAB14562.1		
OG0003571	CAB14564.1		
OG0003572	CAB14566.1		
OG0003573	CAB14568.2		
OG0003574	CAB14569.1		
OG0003575	CAB14570.1		
OG0003576	CAB14571.1		
OG0003577	CAB14572.1		
OG0003578	CAB14573.1		
OG0003579	CAB14574.1		
OG0003580	CAB14575.1		
OG0003581	CAB14577.1		
OG0003582	CAB14581.1		
OG0003583	CAB14582.2		
OG0003584	CAB14584.1		
OG0003585	CAB14586.1		
OG0003586	CAB14589.2		
OG0003587	CAB14595.1		
OG0003588	CAB14597.1		
OG0003589	CAB14598.1		
OG0003590	CAB14601.1		
OG0003591	CAB14609.3		
OG0003592	CAB14614.1		
OG0003593	CAB14618.1		
OG0003594	CAB14619.1		
OG0003595	CAB14620.1		
OG0003596	CAB14624.1		
OG0003597	CAB14625.1		
OG0003598	CAB14629.2		
OG0003599	CAB14630.1		
OG0003600	CAB14631.1		
OG0003601	CAB14642.2		
OG0003602	CAB14646.1		
OG0003603	CAB14647.1		
OG0003604	CAB14648.1		
OG0003605	CAB14649.1		
OG0003606	CAB14655.1		
OG0003607	CAB14657.1		
OG0003608	CAB14661.1		
OG0003609	CAB14663.1		
OG0003610	CAB14666.1		
OG0003611	CAB14668.1		
OG0003612	CAB14670.1		
OG0003613	CAB14671.1		
OG0003614	CAB14672.1		
OG0003615	CAB14673.1		
OG0003616	CAB14680.1		
OG0003617	CAB14688.1		
OG0003618	CAB14690.1		
OG0003619	CAB14713.3		
OG0003620	CAB14716.1		
OG0003621	CAB14722.1		
OG0003622	CAB14726.1		
OG0003623	CAB14729.1		
OG0003624	CAB14735.1		
OG0003625	CAB14738.2		
OG0003626	CAB14740.2		
OG0003627	CAB14743.2		
OG0003628	CAB14744.1		
OG0003629	CAB14748.1		
OG0003630	CAB14749.2		
OG0003631	CAB14751.1		
OG0003632	CAB14753.1		
OG0003633	CAB14755.2		
OG0003634	CAB14757.1		
OG0003635	CAB14760.1		
OG0003636	CAB14761.1		
OG0003637	CAB14762.2		
OG0003638	CAB14764.1		
OG0003639	CAB14766.1		
OG0003640	CAB14770.1		
OG0003641	CAB14771.1		
OG0003642	CAB14778.2		
OG0003643	CAB14784.2		
OG0003644	CAB14792.1		
OG0003645	CAB14794.3		
OG0003646	CAB14798.1		
OG0003647	CAB14801.2		
OG0003648	CAB14805.1		
OG0003649	CAB14806.1		
OG0003650	CAB14814.1		
OG0003651	CAB14817.1		
OG0003652	CAB14820.1		
OG0003653	CAB14821.1		
OG0003654	CAB14822.1		
OG0003655	CAB14826.1		
OG0003656	CAB14827.2		
OG0003657	CAB14833.2		
OG0003658	CAB14836.1		
OG0003659	CAB14839.1		
OG0003660	CAB14840.2		
OG0003661	CAB14843.1		
OG0003662	CAB14844.1		
OG0003663	CAB14849.2		
OG0003664	CAB14853.1		
OG0003665	CAB14856.2		
OG0003666	CAB14859.1		
OG0003667	CAB14861.2		
OG0003668	CAB14862.1		
OG0003669	CAB14872.1		
OG0003670	CAB14875.1		
OG0003671	CAB14876.1		
OG0003672	CAB14884.3		
OG0003673	CAB14885.1		
OG0003674	CAB14886.1		
OG0003675	CAB14887.1		
OG0003676	CAB14890.1		
OG0003677	CAB14891.1		
OG0003678	CAB14892.1		
OG0003679	CAB14894.1		
OG0003680	CAB14895.1		
OG0003681	CAB14900.1		
OG0003682	CAB14902.1		
OG0003683	CAB14903.3		
OG0003684	CAB14926.1		
OG0003685	CAB14927.1		
OG0003686	CAB14928.1		
OG0003687	CAB14929.1		
OG0003688	CAB14930.1		
OG0003689	CAB14936.2		
OG0003690	CAB14939.1		
OG0003691	CAB14941.1		
OG0003692	CAB14942.2		
OG0003693	CAB14943.1		
OG0003694	CAB14947.1		
OG0003695	CAB14955.2		
OG0003696	CAB14956.2		
OG0003697	CAB14961.1		
OG0003698	CAB14963.1		
OG0003699	CAB14965.1		
OG0003700	CAB14969.1		
OG0003701	CAB14970.2		
OG0003702	CAB14973.1		
OG0003703	CAB14974.1		
OG0003704	CAB14975.1		
OG0003705	CAB14976.1		
OG0003706	CAB14978.1		
OG0003707	CAB14980.1		
OG0003708	CAB14984.2		
OG0003709	CAB14986.1		
OG0003710	CAB14989.2		
OG0003711	CAB14990.3		
OG0003712	CAB14996.2		
OG0003713	CAB15002.3		
OG0003714	CAB15003.1		
OG0003715	CAB15007.1		
OG0003716	CAB15011.3		
OG0003717	CAB15012.1		
OG0003718	CAB15014.2		
OG0003719	CAB15023.1		
OG0003720	CAB15025.1		
OG0003721	CAB15028.1		
OG0003722	CAB15035.1		
OG0003723	CAB15039.1		
OG0003724	CAB15041.1		
OG0003725	CAB15042.1		
OG0003726	CAB15044.1		
OG0003727	CAB15050.1		
OG0003728	CAB15053.1		
OG0003729	CAB15057.1		
OG0003730	CAB15061.1		
OG0003731	CAB15064.1		
OG0003732	CAB15067.1		
OG0003733	CAB15071.1		
OG0003734	CAB15077.1		
OG0003735	CAB15080.1		
OG0003736	CAB15081.1		
OG0003737	CAB15082.1		
OG0003738	CAB15089.1		
OG0003739	CAB15090.1		
OG0003740	CAB15091.1		
OG0003741	CAB15096.1		
OG0003742	CAB15097.1		
OG0003743	CAB15105.1		
OG0003744	CAB15122.1		
OG0003745	CAB15123.1		
OG0003746	CAB15127.1		
OG0003747	CAB15128.1		
OG0003748	CAB15130.1		
OG0003749	CAB15132.2		
OG0003750	CAB15135.1		
OG0003751	CAB15136.1		
OG0003752	CAB15139.1		
OG0003753	CAB15140.2		
OG0003754	CAB15142.1		
OG0003755	CAB15148.1		
OG0003756	CAB15156.1		
OG0003757	CAB15157.2		
OG0003758	CAB15158.1		
OG0003759	CAB15159.2		
OG0003760	CAB15160.1		
OG0003761	CAB15161.2		
OG0003762	CAB15162.1		
OG0003763	CAB15165.1		
OG0003764	CAB15166.1		
OG0003765	CAB15169.1		
OG0003766	CAB15170.1		
OG0003767	CAB15171.1		
OG0003768	CAB15172.1		
OG0003769	CAB15173.1		
OG0003770	CAB15177.1		
OG0003771	CAB15178.1		
OG0003772	CAB15179.2		
OG0003773	CAB15183.2		
OG0003774	CAB15191.2		
OG0003775	CAB15193.1		
OG0003776	CAB15194.1		
OG0003777	CAB15198.1		
OG0003778	CAB15199.1		
OG0003779	CAB15202.1		
OG0003780	CAB15203.2		
OG0003781	CAB15205.1		
OG0003782	CAB15207.1		
OG0003783	CAB15209.1		
OG0003784	CAB15211.1		
OG0003785	CAB15217.1		
OG0003786	CAB15220.1		
OG0003787	CAB15221.2		
OG0003788	CAB15222.1		
OG0003789	CAB15225.1		
OG0003790	CAB15226.1		
OG0003791	CAB15227.1		
OG0003792	CAB15229.2		
OG0003793	CAB15230.1		
OG0003794	CAB15239.1		
OG0003795	CAB15251.1		
OG0003796	CAB15252.1		
OG0003797	CAB15254.1		
OG0003798	CAB15259.1		
OG0003799	CAB15261.1		
OG0003800	CAB15265.1		
OG0003801	CAB15266.1		
OG0003802	CAB15267.1		
OG0003803	CAB15268.1		
OG0003804	CAB15271.1		
OG0003805	CAB15275.1		
OG0003806	CAB15279.1		
OG0003807	CAB15280.1		
OG0003808	CAB15282.1		
OG0003809	CAB15284.1		
OG0003810	CAB15291.1		
OG0003811	CAB15300.1		
OG0003812	CAB15301.2		
OG0003813	CAB15303.1		
OG0003814	CAB15304.1		
OG0003815	CAB15306.1		
OG0003816	CAB15311.2		
OG0003817	CAB15312.2		
OG0003818	CAB15315.1		
OG0003819	CAB15339.1		
OG0003820	CAB15340.1		
OG0003821	CAB15346.1		
OG0003822	CAB15354.3		
OG0003823	CAB15358.1		
OG0003824	CAB15361.1		
OG0003825	CAB15363.1		
OG0003826	CAB15367.2		
OG0003827	CAB15368.1		
OG0003828	CAB15370.1		
OG0003829	CAB15383.1		
OG0003830	CAB15392.1		
OG0003831	CAB15393.1		
OG0003832	CAB15396.1		
OG0003833	CAB15400.1		
OG0003834	CAB15402.2		
OG0003835	CAB15406.1		
OG0003836	CAB15416.1		
OG0003837	CAB15417.2		
OG0003838	CAB15425.1		
OG0003839	CAB15426.1		
OG0003840	CAB15428.2		
OG0003841	CAB15429.1		
OG0003842	CAB15436.1		
OG0003843	CAB15437.1		
OG0003844	CAB15445.1		
OG0003845	CAB15450.1		
OG0003846	CAB15456.1		
OG0003847	CAB15458.1		
OG0003848	CAB15460.1		
OG0003849	CAB15462.1		
OG0003850	CAB15463.1		
OG0003851	CAB15468.1		
OG0003852	CAB15470.1		
OG0003853	CAB15473.1		
OG0003854	CAB15478.1		
OG0003855	CAB15483.1		
OG0003856	CAB15485.1		
OG0003857	CAB15486.1		
OG0003858	CAB15487.1		
OG0003859	CAB15488.1		
OG0003860	CAB15489.1		
OG0003861	CAB15490.1		
OG0003862	CAB15499.1		
OG0003863	CAB15500.1		
OG0003864	CAB15503.1		
OG0003865	CAB15512.1		
OG0003866	CAB15514.1		
OG0003867	CAB15516.1		
OG0003868	CAB15517.1		
OG0003869	CAB15518.1		
OG0003870	CAB15519.1		
OG0003871	CAB15535.1		
OG0003872	CAB15539.1		
OG0003873	CAB15549.1		
OG0003874	CAB15550.1		
OG0003875	CAB15551.1		
OG0003876	CAB15552.1		
OG0003877	CAB15554.1		
OG0003878	CAB15555.1		
OG0003879	CAB15556.1		
OG0003880	CAB15558.1		
OG0003881	CAB15559.1		
OG0003882	CAB15560.1		
OG0003883	CAB15561.1		
OG0003884	CAB15563.1		
OG0003885	CAB15564.1		
OG0003886	CAB15566.1		
OG0003887	CAB15573.1		
OG0003888	CAB15574.1		
OG0003889	CAB15577.1		
OG0003890	CAB15587.1		
OG0003891	CAB15588.1		
OG0003892	CAB15590.1		
OG0003893	CAB15591.1		
OG0003894	CAB15594.1		
OG0003895	CAB15595.1		
OG0003896	CAB15603.1		
OG0003897	CAB15604.1		
OG0003898	CAB15606.1		
OG0003899	CAB15607.2		
OG0003900	CAB15610.1		
OG0003901	CAB15615.1		
OG0003902	CAB15617.1		
OG0003903	CAB15618.2		
OG0003904	CAB15621.1		
OG0003905	CAB15622.1		
OG0003906	CAB15624.1		
OG0003907	CAB15626.1		
OG0003908	CAB15631.1		
OG0003909	CAB15634.2		
OG0003910	CAB15635.1		
OG0003911	CAB15637.1		
OG0003912	CAB15638.1		
OG0003913	CAB15641.1		
OG0003914	CAB15644.2		
OG0003915	CAB15649.1		
OG0003916	CAB15650.1		
OG0003917	CAB15651.1		
OG0003918	CAB15659.1		
OG0003919	CAB15660.1		
OG0003920	CAB15661.1		
OG0003921	CAB15663.1		
OG0003922	CAB15667.1		
OG0003923	CAB15671.1		
OG0003924	CAB15675.1		
OG0003925	CAB15680.1		
OG0003926	CAB15684.1		
OG0003927	CAB15685.4		
OG0003928	CAB15689.1		
OG0003929	CAB15694.1		
OG0003930	CAB15695.1		
OG0003931	CAB15696.1		
OG0003932	CAB15702.1		
OG0003933	CAB15704.1		
OG0003934	CAB15705.1		
OG0003935	CAB15708.1		
OG0003936	CAB15710.1		
OG0003937	CAB15713.1		
OG0003938	CAB15714.1		
OG0003939	CAB15716.1		
OG0003940	CAB15720.1		
OG0003941	CAB15721.1		
OG0003942	CAB15731.1		
OG0003943	CAB15744.1		
OG0003944	CAB15749.1		
OG0003945	CAB15753.1		
OG0003946	CAB15754.1		
OG0003947	CAB15755.1		
OG0003948	CAB15757.1		
OG0003949	CAB15758.1		
OG0003950	CAB15762.1		
OG0003951	CAB15763.1		
OG0003952	CAB15765.1		
OG0003953	CAB15766.1		
OG0003954	CAB15767.1		
OG0003955	CAB15770.1		
OG0003956	CAB15774.1		
OG0003957	CAB15779.1		
OG0003958	CAB15781.1		
OG0003959	CAB15786.1		
OG0003960	CAB15788.1		
OG0003961	CAB15791.1		
OG0003962	CAB15795.1		
OG0003963	CAB15797.1		
OG0003964	CAB15800.1		
OG0003965	CAB15801.1		
OG0003966	CAB15802.1		
OG0003967	CAB15811.1		
OG0003968	CAB15812.2		
OG0003969	CAB15813.1		
OG0003970	CAB15814.1		
OG0003971	CAB15816.2		
OG0003972	CAB15818.1		
OG0003973	CAB15821.3		
OG0003974	CAB15825.1		
OG0003975	CAB15826.2		
OG0003976	CAB15829.1		
OG0003977	CAB15834.2		
OG0003978	CAB15839.1		
OG0003979	CAB15840.1		
OG0003980	CAB15845.2		
OG0003981	CAB15847.1		
OG0003982	CAB15857.1		
OG0003983	CAB15860.1		
OG0003984	CAB15863.1		
OG0003985	CAB15864.1		
OG0003986	CAB15869.1		
OG0003987	CAB15870.1		
OG0003988	CAB15877.1		
OG0003989	CAB15878.1		
OG0003990	CAB15879.1		
OG0003991	CAB15887.1		
OG0003992	CAB15890.1		
OG0003993	CAB15891.2		
OG0003994	CAB15893.1		
OG0003995	CAB15894.1		
OG0003996	CAB15895.1		
OG0003997	CAB15899.1		
OG0003998	CAB15905.1		
OG0003999	CAB15906.1		
OG0004000	CAB15911.2		
OG0004001	CAB15913.1		
OG0004002	CAB15915.1		
OG0004003	CAB15919.1		
OG0004004	CAB15920.1		
OG0004005	CAB15926.3		
OG0004006	CAB15930.2		
OG0004007	CAB15943.1		
OG0004008	CAB15945.1		
OG0004009	CAB15946.1		
OG0004010	CAB15950.1		
OG0004011	CAB15951.1		
OG0004012	CAB15953.1		
OG0004013	CAB15954.1		
OG0004014	CAB15955.1		
OG0004015	CAB15956.1		
OG0004016	CAB15957.1		
OG0004017	CAB15958.1		
OG0004018	CAB15959.2		
OG0004019	CAB15960.1		
OG0004020	CAB15964.1		
OG0004021	CAB15965.1		
OG0004022	CAB15966.2		
OG0004023	CAB15967.1		
OG0004024	CAB15968.1		
OG0004025	CAB15970.2		
OG0004026	CAB15980.2		
OG0004027	CAB15981.1		
OG0004028	CAB15982.2		
OG0004029	CAB15984.1		
OG0004030	CAB15985.1		
OG0004031	CAB15989.2		
OG0004032	CAB15990.2		
OG0004033	CAB15992.1		
OG0004034	CAB15993.1		
OG0004035	CAB15994.1		
OG0004036	CAB15995.2		
OG0004037	CAB15996.2		
OG0004038	CAB15998.1		
OG0004039	CAB16015.1		
OG0004040	CAB16016.1		
OG0004041	CAB16019.1		
OG0004042	CAB16020.2		
OG0004043	CAB16021.1		
OG0004044	CAB16024.1		
OG0004045	CAB16026.1		
OG0004046	CAB16027.1		
OG0004047	CAB16029.2		
OG0004048	CAB16030.2		
OG0004049	CAB16032.2		
OG0004050	CAB16037.2		
OG0004051	CAB16042.1		
OG0004052	CAB16045.1		
OG0004053	CAB16046.1		
OG0004054	CAB16047.1		
OG0004055	CAB16049.1		
OG0004056	CAB16051.1		
OG0004057	CAB16053.2		
OG0004058	CAB16054.1		
OG0004059	CAB16055.1		
OG0004060	CAB16056.2		
OG0004061	CAB16057.1		
OG0004062	CAB16058.1		
OG0004063	CAB16059.1		
OG0004064	CAB16061.1		
OG0004065	CAB16062.1		
OG0004066	CAB16063.1		
OG0004067	CAB16064.2		
OG0004068	CAB16065.1		
OG0004069	CAB16068.1		
OG0004070	CAB16074.2		
OG0004071	CAB16075.1		
OG0004072	CAB16076.1		
OG0004073	CAB16082.1		
OG0004074	CAB16083.1		
OG0004075	CAB16084.1		
OG0004076	CAB16088.1		
OG0004077	CAB16089.1		
OG0004078	CAB16093.1		
OG0004079	CAB16095.1		
OG0004080	CAB16096.1		
OG0004081	CAB16097.1		
OG0004082	CAB16098.1		
OG0004083	CAB16099.1		
OG0004084	CAB16100.1		
OG0004085	CAB16101.1		
OG0004086	CAB16106.1		
OG0004087	CAB16108.1		
OG0004088	CAB16114.1		
OG0004089	CAB16115.1		
OG0004090	CAB16117.1		
OG0004091	CAB16120.1		
OG0004092	CAB16131.1		
OG0004093	CAB16132.1		
OG0004094	CAB16135.2		
OG0004095	CAB16136.1		
OG0004096	CAE01449.1		
OG0004097	CAE01450.1		
OG0004098	CAE01451.1		
OG0004099	CAE01452.1		
OG0004100	CAE01453.1		
OG0004101	CAE01454.1		
OG0004102	CAE01455.2		
OG0004103	CAE01456.1		
OG0004104	CAE01457.1		
OG0004105	CAE01458.1		
OG0004106	CAE01459.1		
OG0004107	CAE01460.1		
OG0004108	CAE01462.1		
OG0004109	CAE01463.1		
OG0004110	CAE01464.1		
OG0004111	CAE01466.1		
OG0004112	CAE01467.1		
OG0004113	CAE01468.1		
OG0004114	CAX52539.1		
OG0004115	CAX52541.1		
OG0004116	CAX52542.1		
OG0004117	CAX52543.1		
OG0004118	CAX52544.1		
OG0004119	CAX52546.1		
OG0004120	CAX52550.1		
OG0004121	CAX52551.1		
OG0004122	CAX52552.1		
OG0004123	CAX52554.1		
OG0004124	CAX52555.1		
OG0004125	CAX52558.1		
OG0004126	CAX52559.1		
OG0004127	CAX52567.1		
OG0004128	CAX52576.1		
OG0004129	CAX52577.1		
OG0004130	CAX52578.1		
OG0004131	CAX52579.1		
OG0004132	CAX52580.1		
OG0004133	CAX52581.1		
OG0004134	CAX52586.1		
OG0004135	CAX52587.1		
OG0004136	CAX52588.1		
OG0004137	CAX52590.1		
OG0004138	CAX52593.1		
OG0004139	CAX52594.1		
OG0004140	CAX52595.1		
OG0004141	CAX52596.1		
OG0004142	CAX52597.1		
OG0004143	CAX52598.1		
OG0004144	CAX52599.1		
OG0004145	CAX52601.1		
OG0004146	CAX52602.1		
OG0004147	CAX52605.1		
OG0004148	CAX52607.1		
OG0004149	CAX52609.1		
OG0004150	CAX52612.1		
OG0004151	CAX52613.1		
OG0004152	CAX52615.1		
OG0004153	CAX52616.1		
OG0004154	CAX52617.1		
OG0004155	CAX52618.1		
OG0004156	CAX52619.1		
OG0004157	CAX52620.1		
OG0004158	CAX52623.1		
OG0004159	CAX52625.1		
OG0004160	CAX52626.1		
OG0004161	CAX52627.1		
OG0004162	CAX52629.1		
OG0004163	CAX52632.1		
OG0004164	CAX52638.1		
OG0004165	CAX52640.1		
OG0004166	CAX52641.1		
OG0004167	CAX52642.1		
OG0004168	CAX52643.2		
OG0004169	CAX52644.1		
OG0004170	CAX52646.1		
OG0004171	CAX52647.1		
OG0004172	CAX52648.1		
OG0004173	CAX52652.1		
OG0004174	CAX52653.1		
OG0004175	CAX52654.1		
OG0004176	CAX52655.2		
OG0004177	CAX52656.1		
OG0004178	CAX52658.1		
OG0004179	CAX52660.1		
OG0004180	CAX52661.1		
OG0004181	CAX52662.1		
OG0004182	CAX52665.1		
OG0004183	CAX52668.1		
OG0004184	CAX52671.1		
OG0004185	CAX52672.1		
OG0004186	CAX52673.1		
OG0004187	CAX52674.1		
OG0004188	CAX52675.1		
OG0004189	CAX52676.1		
OG0004190	CAX52677.1		
OG0004191	CAX52678.1		
OG0004192	CAX52680.1		
OG0004193	CAX52681.1		
OG0004194	CAX52682.1		
OG0004195	CAX52683.1		
OG0004196	CAX52684.1		
OG0004197	CAX52686.1		
OG0004198	CAX52687.1		
OG0004199	CAX52688.1		
OG0004200	CAX52689.1		
OG0004201	CAX52690.1		
OG0004202	CAX52691.1		
OG0004203	CAX52692.1		
OG0004204	CAX52693.1		
OG0004205	CAX52694.1		
OG0004206	CAX52695.1		
OG0004207	CAX52696.1		
OG0004208	CAX52698.1		
OG0004209	CAX52703.1		
OG0004210	CAX52704.1		
OG0004211	CAX52707.1		
OG0004212	CAX52708.1		
OG0004213	CAX52711.1		
OG0004214	CAX52712.1		
OG0004215	CAX52714.1		
OG0004216	CAX52715.1		
OG0004217	CAX52716.1		
OG0004218	CAX52718.1		
OG0004219	CAX52723.1		
OG0004220	CCQ48594.1		
OG0004221	CCQ48595.1		
OG0004222	CCQ48596.1		
OG0004223	CCQ48597.1		
OG0004224	CCQ48598.1		
OG0004225	CCQ48599.1		
OG0004226	CCQ48600.1		
OG0004227	CCQ48603.1		
OG0004228	CCQ48604.2		
OG0004229	CCQ48606.1		
OG0004230	SOX90537.1		
OG0004231	SOX90539.1		
OG0004232	SOX90540.1		
OG0004233	SOX90541.1		
OG0004234	SOX90542.1		
OG0004235	SOX90543.1		
OG0004236	SOX90544.1		
OG0004237	SOX90545.1		
OG0004238	SOX90547.1		
OG0004239	SOX90548.1		
OG0004240	SOX90550.1		
OG0004241	SOX90551.1		
OG0004242	SOX90552.1		
OG0004243	SOX90553.1		
OG0004244	SOX90554.1		
OG0004245	SOX90555.1		
OG0004246	SOX90556.1		
OG0004247	SOX90557.1		
OG0004248	SOX90558.1		
OG0004249	SOX90560.1		
OG0004250	SOX90561.1		
OG0004251	SOX90562.1		
OG0004252	SOX90564.1		
OG0004253	SOX90565.1		
OG0004254	SOX90566.1		
OG0004255	SOX90567.1		
OG0004256	SOX90568.1		
OG0004257	SOX90569.1		
OG0004258	SOX90570.1		
OG0004259	SOX90571.1		
OG0004260	SOX90573.1		
OG0004261	SOX90574.1		
OG0004262	SOX90575.1		
OG0004263	SOX90577.1		
OG0004264	SOX90578.1		
OG0004265	SOX90579.1		
OG0004266	SOX90580.1		
OG0004267	SOX90582.1		
OG0004268	SOX90583.1		
OG0004269	SOX90584.1		
OG0004270	SOX90585.1		
OG0004271	SOX90586.1		
OG0004272	SOX90587.1		
OG0004273	SOX90590.1		
OG0004274	SOX90591.1		
OG0004275	SOX90592.1		
OG0004276	SOX90593.1		
OG0004277	SOX90594.1		
OG0004278	SOX90595.1		
OG0004279	SOX90596.1		
OG0004280	SOX90597.1		
OG0004281	SOX90598.1		
OG0004282	SOX90599.1		
OG0004283	SOX90600.1		
OG0004284	SOX90601.1		
OG0004285	SOX90602.1		
OG0004286	SOX90603.1		
OG0004287	SOX90604.1		
OG0004288	SOX90605.1		
OG0004289	SOX90606.1		
OG0004290		UDK99219.1	
OG0004291		UDK99224.1	
OG0004292		UDK99231.1	
OG0004293		UDK99233.1	
OG0004294		UDK99234.1	
OG0004295		UDK99235.1	
OG0004296		UDK99237.1	
OG0004297		UDK99238.1	
OG0004298		UDK99244.1	
OG0004299		UDK99245.1	
OG0004300		UDK99247.1	
OG0004301		UDK99250.1	
OG0004302		UDK99256.1	
OG0004303		UDK99257.1	
OG0004304		UDK99260.1	
OG0004305		UDK99261.1	
OG0004306		UDK99264.1	
OG0004307		UDK99265.1	
OG0004308		UDK99266.1	
OG0004309		UDK99268.1	
OG0004310		UDK99271.1	
OG0004311		UDK99272.1	
OG0004312		UDK99273.1	
OG0004313		UDK99275.1	
OG0004314		UDK99277.1	
OG0004315		UDK99278.1	
OG0004316		UDK99279.1	
OG0004317		UDK99280.1	
OG0004318		UDK99281.1	
OG0004319		UDK99282.1	
OG0004320		UDK99283.1	
OG0004321		UDK99289.1	
OG0004322		UDK99292.1	
OG0004323		UDK99293.1	
OG0004324		UDK99299.1	
OG0004325		UDK99300.1	
OG0004326		UDK99301.1	
OG0004327		UDK99302.1	
OG0004328		UDK99305.1	
OG0004329		UDK99306.1	
OG0004330		UDK99307.1	
OG0004331		UDK99308.1	
OG0004332		UDK99312.1	
OG0004333		UDK99314.1	
OG0004334		UDK99317.1	
OG0004335		UDK99327.1	
OG0004336		UDK99329.1	
OG0004337		UDK99331.1	
OG0004338		UDK99332.1	
OG0004339		UDK99336.1	
OG0004340		UDK99340.1	
OG0004341		UDK99341.1	
OG0004342		UDK99342.1	
OG0004343		UDK99344.1	
OG0004344		UDK99345.1	
OG0004345		UDK99350.1	
OG0004346		UDK99351.1	
OG0004347		UDK99360.1	
OG0004348		UDK99361.1	
OG0004349		UDK99362.1	
OG0004350		UDK99363.1	
OG0004351		UDK99364.1	
OG0004352		UDK99366.1	
OG0004353		UDK99367.1	
OG0004354		UDK99381.1	
OG0004355		UDK99384.1	
OG0004356		UDK99388.1	
OG0004357		UDK99390.1	
OG0004358		UDK99391.1	
OG0004359		UDK99393.1	
OG0004360		UDK99395.1	
OG0004361		UDK99396.1	
OG0004362		UDK99397.1	
OG0004363		UDK99403.1	
OG0004364		UDK99404.1	
OG0004365		UDK99407.1	
OG0004366		UDK99410.1	
OG0004367		UDK99411.1	
OG0004368		UDK99412.1	
OG0004369		UDK99413.1	
OG0004370		UDK99414.1	
OG0004371		UDK99418.1	
OG0004372		UDK99419.1	
OG0004373		UDK99421.1	
OG0004374		UDK99425.1	
OG0004375		UDK99427.1	
OG0004376		UDK99428.1	
OG0004377		UDK99432.1	
OG0004378		UDK99433.1	
OG0004379		UDK99438.1	
OG0004380		UDK99439.1	
OG0004381		UDK99441.1	
OG0004382		UDK99445.1	
OG0004383		UDK99448.1	
